the location of the crime, 124, char, 2
213135.850096375, 213135.965343958, 2.09500026702881, 4.0, an airport is a
213137.050192417, 213138.116966875, 20.5749988555908, 4.0, an airport is a u
213138.416974958, 213138.700253625, 7.21000003814697, 4.0, an airport is a uh
213139.500792958, 213140.16688525, 14.5524997711182, 4.0, an airport is a who
213141.083687708, 213141.250221292, 0.0325002670288086, 4.0, an airport is a time
213141.350135458, 213142.433857917, 22.5549983978271, 4.0, an airport is a relax
213142.800530042, 213142.900387708, 100.0, 1.0, an airport is a time
213142.800530042, 213143.38387225, 100.0, 1.0, an airport is a who
213142.800530042, 213144.867394708, 23.3800010681152, 4.0, an airport is a show
213142.800530042, 213144.867394708, 23.3800010681152, 4.0, an airport is a very
213146.700818917, 213147.9341865, 1.1875, 4.0, an airport is a very a
213148.817673708, 213149.217694125, 26.4324989318848, 4.0, an airport is a very by
213149.334009, 213151.051130542, 16.7800006866455, 4.0, an airport is a very but
213151.351018625, 213151.701125542, 21.4825000762939, 4.0, an airport is a very busy
213151.734228792, 213151.91787025, 2.34249973297119, 4.0, an airport is a very extra
213152.81792325, 213152.9010255, 100.0, 1.0, an airport is a very
213152.81792325, 213154.368157292, 6.13749980926514, 4.0, an airport is a very i
213155.268182042, 213155.701241458, 100.0, 1.0, an airport is a very
213155.268182042, 213156.501484375, 4.07499980926514, 4.0, an airport is a very a
213157.084819625, 213157.71822625, 22.3074989318848, 4.0, an airport is a very by
213158.001507792, 213158.584920333, 19.1725006103516, 4.0, an airport is a very but
213158.751244917, 213159.417073625, 21.5650005340576, 4.0, an airport is a very cuts
213158.751244917, 213159.417073625, 21.5650005340576, 4.0, an airport is a very busy
213161.868484208, 213162.318524458, 20.3274993896484, 4.0, an airport is a very busy u
213162.518420792, 213162.885225583, 13.2325000762939, 4.0, an airport is a very busy to
213163.084926417, 213163.2685725, 5.39499950408936, 4.0, an airport is a very busy the
213163.501675708, 213163.668468417, 5.47749996185303, 4.0, an airport is a very busy side
213163.91841725, 213164.084998167, 5.72499942779541, 4.0, an airport is a very busy speed
213163.91841725, 213164.084998167, 5.72499942779541, 4.0, an airport is a very busy space
213165.417259125, 213165.517362083, -5.0, 4.0, an airport is a very busy voice
213165.602298833, 213165.668813625, -5.0, 4.0, an airport is a very busy place
this camera takes nice photographs, 34, word, 21
213261.224903417, 213261.808393375, 21.4825000762939, 4.0, v
213262.024815708, 213262.525156417, 12.4074993133545, 4.0, to
213262.708090083, 213263.1751055, 8.11750030517578, 4.0, the
213263.474887042, 213264.0585145, 21.0700016021729, 4.0, this
213265.54201225, 213265.791974167, 4.23999977111816, 4.0, this a
213266.05833175, 213266.291978792, 2.42499971389771, 4.0, this be
213266.608349708, 213267.191976542, 13.1499996185303, 4.0, this can
213267.491800667, 213267.758740875, 5.3125, 4.0, this came
213268.025226792, 213268.525418583, 17.3575000762939, 4.0, this genes
213268.775272917, 213268.925580208, 2.6725001335144, 4.0, this camera
213270.375426292, 213271.625652458, 17.1925010681152, 4.0, this camera q
213271.875427, 213272.10901825, 3.08500003814697, 4.0, this camera of
213272.408754792, 213273.075622125, 11.2525005340576, 4.0, this camera san
213273.358808333, 213273.659123042, 5.14750003814697, 4.0, this camera said
213274.142548792, 213274.809211958, 17.0275001525879, 4.0, this camera sales
213274.142548792, 213274.809211958, 17.0275001525879, 4.0, this camera takes
213277.709388167, 213278.092917958, 17.2749996185303, 4.0, this camera takes r
213278.375835958, 213278.809502917, 7.45749950408936, 4.0, this camera takes of
213279.109339667, 213279.342924958, 3.49749946594238, 4.0, this camera takes the
213279.609274292, 213279.85953225, 4.40499973297119, 4.0, this camera takes read
213279.609274292, 213279.85953225, 4.40499973297119, 4.0, this camera takes side
213280.709415, 213280.808285333, -5.0, 4.0, this camera takes need
213280.909259292, 213280.974779458, -5.0, 4.0, this camera takes nice
213283.076531083, 213283.943174875, 15.2124996185303, 4.0, this camera takes nice o
213284.276636125, 213284.7264045, 9.10750007629395, 4.0, this camera takes nice of
213284.959581958, 213286.060149917, 12.1599998474121, 4.0, this camera takes nice oil
213286.359729, 213287.393218583, 19.1725006103516, 4.0, this camera takes nice this
213287.593033542, 213288.093407, 14.4699993133545, 4.0, this camera takes nice photo
213288.826762333, 213289.460247125, 8.19999980926514, 4.0, this camera takes nice people
213289.793499083, 213290.343507542, 18.1000003814697, 4.0, this camera takes nice minutes
213291.110350708, 213291.327062, 2.25999975204468, 4.0, this camera takes nice shopping
213291.760405708, 213292.526978042, 15.2124996185303, 4.0, this camera takes nice personnel
213293.177204458, 213293.493762, 9.02500057220459, 4.0, this camera takes nice photograph
213294.260695875, 213295.010664458, 18.1824989318848, 4.0, this camera takes nice photographs
never too rich and never too thin, 57, word, 22
213297.761092125, 213298.860884125, 12.0774993896484, 4.0, i
213299.160542792, 213299.46073975, 7.21000003814697, 4.0, of
213299.91090625, 213300.860991333, 19.1725006103516, 4.0, let
213301.360997042, 213301.677670625, 7.21000003814697, 4.0, here
213302.294340917, 213303.611085, 17.3575000762939, 4.0, never
213305.644333, 213306.094631542, 21.0700016021729, 4.0, never v
213306.444613833, 213307.027988542, 14.7175006866455, 4.0, never to
213307.177652208, 213307.36129275, 8.69499969482422, 4.0, never use
213308.144849375, 213308.326606, -3.10249996185303, 4.0, never soda
213308.144849375, 213308.326606, -3.10249996185303, 4.0, never told
213309.02814325, 213309.177952583, 100.0, 1.0, never
213309.711460333, 213310.244914833, 20.4099998474121, 4.0, never u
213310.51167725, 213310.944945875, 14.3874988555908, 4.0, never to
213311.094586083, 213311.39495825, 12.3249988555908, 4.0, never too
213313.145217583, 213313.478454125, 19.0900001525879, 4.0, never too s
213313.661494833, 213314.128628208, 11.5, 4.0, never too to
213314.411527292, 213314.745286667, 8.69499969482422, 4.0, never too the
213315.01157375, 213315.411885583, 9.10750007629395, 4.0, never too them
213317.445444542, 213317.511817833, 100.0, 1.0, never too
213318.181124125, 213318.97882075, 19.0075016021729, 4.0, never too s
213319.278584958, 213319.678811875, 6.05500030517578, 4.0, never too of
213320.078866708, 213320.245612625, 0.115000247955322, 4.0, never too the
213320.862221583, 213321.162232125, 6.05500030517578, 4.0, never too read
213320.862221583, 213321.162232125, 6.05500030517578, 4.0, never too side
213322.310974833, 213322.412250042, -5.0, 4.0, never too yeah
213322.878974917, 213322.9623145, -5.0, 4.0, never too race
213323.062482917, 213323.129036375, -5.0, 4.0, never too tech
213323.212368125, 213323.277934833, -5.0, 4.0, never too rice
213323.329116125, 213323.41124725, -5.0, 4.0, never too rich
213325.095935125, 213325.262501792, 2.09500026702881, 4.0, never too rich a
213325.645926667, 213326.4625885, 15.2950000762939, 4.0, never too rich a o
213326.962559083, 213327.129240958, 100.0, 1.0, never too rich a
213326.962559083, 213327.529612375, 100.0, 1.0, never too rich
213326.962559083, 213328.712746958, 0.940000057220459, 4.0, never too rich a
213329.262748542, 213329.846248083, 14.0574989318848, 4.0, never too rich an
213330.17953375, 213331.146301292, 4.32250022888184, 4.0, never too rich and
213332.5462915, 213333.26304525, 11.1700000762939, 4.0, never too rich and i
213333.579477292, 213333.846526208, 5.23000049591064, 4.0, never too rich and of
213334.312823875, 213335.680072417, 23.4624996185303, 4.0, never too rich and new
213336.013113875, 213336.230054375, 5.47749996185303, 4.0, never too rich and have
213336.563243083, 213337.463260417, 16.0375003814697, 4.0, never too rich and never
213339.46344325, 213340.063486333, 21.7299995422363, 4.0, never too rich and never v
213340.380107542, 213340.980223875, 13.0675010681152, 4.0, never too rich and never to
213341.163186708, 213341.546950917, 15.8724994659424, 4.0, never too rich and never too
213342.830484083, 213343.6971805, 20.4924983978271, 4.0, never too rich and never too u
213343.997020042, 213344.6638985, 8.19999980926514, 4.0, never too rich and never too uh
213344.913609833, 213345.213836625, 8.03500080108643, 4.0, never too rich and never too the
213345.497211792, 213346.180704208, 13.0675010681152, 4.0, never too rich and never too them
213345.497211792, 213346.180704208, 13.0675010681152, 4.0, never too rich and never too then
213348.162697542, 213348.247235292, -5.0, 4.0, never too rich and never too when
213348.364706, 213348.430565667, -5.0, 4.0, never too rich and never too will
213348.530726542, 213348.596207542, -5.0, 4.0, never too rich and never too sign
213348.6640735, 213348.746215583, -5.0, 4.0, never too rich and never too well
213348.797442042, 213348.896117958, -5.0, 4.0, never too rich and never too seen
213349.0808495, 213349.162841625, -5.0, 4.0, never too rich and never too week
213349.497403083, 213349.596272875, -5.0, 4.0, never too rich and never too seem
213349.680957458, 213349.7629785, -5.0, 4.0, never too rich and never too thin
get aboard the ship is leaving, 55, word, 23
213352.230938875, 213352.530982417, 9.10750007629395, 4.0, i
213352.797406667, 213353.0309785, 7.12750053405762, 4.0, he
213353.397774667, 213354.281006667, 19.4200000762939, 4.0, his
213353.397774667, 213354.281006667, 19.4200000762939, 4.0, get
213355.997587583, 213356.247500292, 2.01250028610229, 4.0, get a
213356.531134083, 213356.697892583, 2.6725001335144, 4.0, get be
213356.981014042, 213357.598003417, 13.0675010681152, 4.0, get can
213357.914652042, 213358.114673458, 3.08500003814697, 4.0, get able
213358.631378167, 213359.364956292, 15.1300010681152, 4.0, get canal
213359.664985458, 213359.898118458, 5.39499950408936, 4.0, get demand
213359.664985458, 213359.898118458, 5.39499950408936, 4.0, get aboard
213361.765035375, 213362.415024167, 17.5225009918213, 4.0, get aboard r
213362.614738708, 213362.965065625, 11.0874996185303, 4.0, get aboard to
213363.231404417, 213363.448350458, 7.45749950408936, 4.0, get aboard the
213364.981946167, 213365.815176292, 14.1399993896484, 4.0, get aboard the i
213366.13204325, 213366.565255375, 10.4274997711182, 4.0, get aboard the of
213367.165274208, 213367.398612917, 9.10750007629395, 4.0, get aboard the the
213367.648309125, 213368.132066333, 16.1199989318848, 4.0, get aboard the ohio
213369.965481583, 213370.015182792, 100.0, 1.0, get aboard the
213370.63211125, 213371.115467833, 21.0700016021729, 4.0, get aboard the v
213371.432388, 213371.76557475, 7.04500007629395, 4.0, get aboard the uh
213371.982046375, 213372.215643958, 8.19999980926514, 4.0, get aboard the the
213372.515663833, 213372.849094083, 12.5725002288818, 4.0, get aboard the when
213372.515663833, 213372.849094083, 12.5725002288818, 4.0, get aboard the them
213373.715702458, 213373.799026917, -5.0, 4.0, get aboard the then
213373.882387042, 213373.947829167, -5.0, 4.0, get aboard the well
213374.032378792, 213374.082476792, -5.0, 4.0, get aboard the week
213374.165696417, 213374.215680875, -5.0, 4.0, get aboard the will
213374.282355875, 213374.364401208, -5.0, 4.0, get aboard the seen
213374.399125958, 213374.481015417, -5.0, 4.0, get aboard the seem
213375.182429792, 213375.264493208, -5.0, 4.0, get aboard the tell
213375.332600625, 213375.414489917, -5.0, 4.0, get aboard the sign
213375.465877625, 213375.547854333, -5.0, 4.0, get aboard the thin
213377.199152625, 213377.2813385, -5.0, 4.0, get aboard the vein
213377.349565667, 213377.414653792, -5.0, 4.0, get aboard the this
213377.482999583, 213377.549242833, -5.0, 4.0, get aboard the seek
213377.79916725, 213377.898064083, -5.0, 4.0, get aboard the sell
213377.966043125, 213378.031570792, -5.0, 4.0, get aboard the teen
213378.099653125, 213378.181353542, -5.0, 4.0, get aboard the ship
213380.066210042, 213380.349457125, 8.03500080108643, 4.0, get aboard the ship i
213380.649151208, 213381.297955792, 16.1199989318848, 4.0, get aboard the ship i p
213381.699386, 213381.782803875, 100.0, 1.0, get aboard the ship i
213382.032964958, 213382.1660705, 100.0, 1.0, get aboard the ship
213383.399661583, 213384.39977125, 8.03500080108643, 4.0, get aboard the ship i
213384.71612475, 213385.233223042, 16.4499988555908, 4.0, get aboard the ship in
213384.71612475, 213385.233223042, 16.4499988555908, 4.0, get aboard the ship is
213386.733297458, 213387.133288167, 16.1199989318848, 4.0, get aboard the ship is p
213387.399614708, 213387.683367542, 7.70499992370605, 4.0, get aboard the ship is of
213387.916308667, 213388.116500417, 5.06500053405762, 4.0, get aboard the ship is the
213388.59983025, 213389.233235792, 22.4724998474121, 4.0, get aboard the ship is they
213389.883594833, 213390.583643708, 9.27250003814697, 4.0, get aboard the ship is these
213390.883281, 213391.666875667, 15.0475006103516, 4.0, get aboard the ship is player
213392.366785833, 213392.566878, 6.05500030517578, 4.0, get aboard the ship is meeting
213392.366785833, 213392.566878, 6.05500030517578, 4.0, get aboard the ship is playing
213393.932293625, 213394.000387458, -5.0, 4.0, get aboard the ship is leaving
the acceptance speech was boring, 49, word, 24
213397.234279583, 213398.334323167, 9.10750007629395, 4.0, i
213398.433746625, 213398.950731583, 19.5850009918213, 4.0, it
213399.017091208, 213399.10040925, 100.0, 1.0, i
213399.017091208, 213399.534067333, 100.0, 1.0, 
213399.017091208, 213400.600851708, 21.0700016021729, 4.0, v
213400.884236625, 213401.200879125, 8.52999973297119, 4.0, uh
213401.434063417, 213401.650867958, 9.02500057220459, 4.0, the
213402.884297792, 213403.050984583, 2.09500026702881, 4.0, the a
213403.234013458, 213403.434195375, 5.89000034332275, 4.0, the be
213403.683991458, 213403.934334, 4.07499980926514, 4.0, the did
213404.167551417, 213404.334359667, 4.15750026702881, 4.0, the dead
213404.667825083, 213405.817894333, 17.1100006103516, 4.0, the cheap
213406.05118175, 213406.40124425, 14.3874988555908, 4.0, the access
213406.567750917, 213406.701016875, -0.627500057220459, 4.0, the because
213406.984524292, 213410.151714042, 13.0675010681152, 4.0, the chairman
213410.534709875, 213410.701608375, 4.48750019073486, 4.0, the elaborate
213410.868006708, 213411.334849417, 21.3175010681152, 4.0, the affirmative
213412.385042375, 213412.45173175, 100.0, 1.0, the
213413.001596333, 213413.318297375, 2.01250028610229, 4.0, the a
213413.584766, 213413.768158292, 3.25, 4.0, the be
213414.151512708, 213414.418346667, 2.34249973297119, 4.0, the bad
213414.868406875, 213415.068391667, 3.16750049591064, 4.0, the dead
213415.485133583, 213416.40172575, 14.3049983978271, 4.0, the began
213416.735225375, 213417.251989583, 23.1325016021729, 4.0, the accept
213417.585201792, 213417.751894875, 3.49749946594238, 4.0, the defense
213418.018577167, 213419.068649208, 9.93249988555908, 4.0, the accepted
213420.98552675, 213421.185484042, 5.06500053405762, 4.0, the accepting
213421.418823042, 213421.552149583, 3.82750034332275, 4.0, the acceptance
213424.202402, 213424.735696167, 18.1824989318848, 4.0, the acceptance s
213425.219026042, 213426.219142417, 16.2849998474121, 4.0, the acceptance to
213426.685826583, 213426.952762625, 5.23000049591064, 4.0, the acceptance use
213427.185504875, 213427.3690645, 4.15750026702881, 4.0, the acceptance used
213427.852700958, 213428.0190425, 3.33249950408936, 4.0, the acceptance speed
213428.419298042, 213428.8026595, 6.13749980926514, 4.0, the acceptance speech
213430.086087917, 213430.869492125, 23.4624996185303, 4.0, the acceptance speech x
213431.169448875, 213431.353152, 5.64249992370605, 4.0, the acceptance speech we
213432.269581417, 213432.768428708, 19.5850009918213, 4.0, the acceptance speech was
213434.053096917, 213434.336331417, 4.15750026702881, 4.0, the acceptance speech was a
213434.652776125, 213435.253118917, 10.5924997329712, 4.0, the acceptance speech was an
213435.836465833, 213437.119855875, 16.0375003814697, 4.0, the acceptance speech was for
213437.436216833, 213437.93635675, 11.0874996185303, 4.0, the acceptance speech was also
213438.2863695, 213438.769758, 14.0574989318848, 4.0, the acceptance speech was bloom
213439.303293042, 213439.503156333, 4.32250022888184, 4.0, the acceptance speech was dining
213439.303293042, 213439.503156333, 4.32250022888184, 4.0, the acceptance speech was empire
213440.736692125, 213440.818755042, -5.0, 4.0, the acceptance speech was firing
213440.903762917, 213440.968753083, -5.0, 4.0, the acceptance speech was coming
213441.053644458, 213441.102115125, -5.0, 4.0, the acceptance speech was citing
213441.170107042, 213441.236814, -5.0, 4.0, the acceptance speech was hiring
213441.3033545, 213441.353423292, -5.0, 4.0, the acceptance speech was boring
this camera takes nice photographs, 53, word, 25
213444.403689583, 213445.737340458, 18.3474998474121, 4.0, s
213446.03714425, 213446.35402525, 9.27250003814697, 4.0, of
213446.570270042, 213446.85387, 6.22000026702881, 4.0, the
213447.120336125, 213447.569448125, 19.4200000762939, 4.0, that
213447.120336125, 213447.569448125, 19.4200000762939, 4.0, this
213449.637352708, 213449.820742833, 3.08500003814697, 4.0, this a
213450.087127083, 213450.30410675, 4.23999977111816, 4.0, this be
213450.887432875, 213451.38735425, 13.1499996185303, 4.0, this can
213451.754263042, 213451.937515208, 5.23000049591064, 4.0, this came
213452.304234333, 213453.054582417, 18.2649993896484, 4.0, this genes
213453.2873705, 213453.437494625, 4.65249919891357, 4.0, this camera
213455.037734917, 213456.171250625, 20.0799999237061, 4.0, this camera u
213456.487778542, 213456.737815875, 2.25999975204468, 4.0, this camera we
213457.071228125, 213457.504582542, 9.02500057220459, 4.0, this camera the
213457.821270958, 213457.987902667, 4.23999977111816, 4.0, this camera said
213458.554570917, 213459.103457792, 20.1625003814697, 4.0, this camera takes
213460.321815667, 213461.054751083, 15.4600009918213, 4.0, this camera takes p
213461.321228917, 213461.821644792, 10.1800003051758, 4.0, this camera takes of
213462.071232208, 213462.2546905, 5.06500053405762, 4.0, this camera takes the
213462.454514708, 213462.621415667, 4.15750026702881, 4.0, this camera takes nice
213464.371608708, 213465.105054625, 11.9125003814697, 4.0, this camera takes nice i
213465.738421042, 213466.321921292, 8.61250019073486, 4.0, this camera takes nice of
213466.805112917, 213468.571979333, 15.1300010681152, 4.0, this camera takes nice him
213468.854978458, 213469.655285667, 15.4600009918213, 4.0, this camera takes nice lion
213469.971733167, 213470.488612375, 13.0675010681152, 4.0, this camera takes nice lemon
213471.022169167, 213471.255447083, 7.375, 4.0, this camera takes nice people
213471.521892667, 213473.055673333, 15.0475006103516, 4.0, this camera takes nice genomes
213473.522356292, 213473.722503417, -0.627500057220459, 4.0, this camera takes nice ignoring
213474.255590375, 213476.505796167, 15.0475006103516, 4.0, this camera takes nice gentleman
213476.822529458, 213477.372504083, 7.375, 4.0, this camera takes nice photograph
213480.056191958, 213480.139062375, 100.0, 1.0, this camera takes nice
213481.139341875, 213481.739434792, 18.2649993896484, 4.0, this camera takes nice s
213482.172802333, 213483.406246542, 11.2525005340576, 4.0, this camera takes nice to
213483.706036167, 213484.323004542, 12.1599998474121, 4.0, this camera takes nice too
213485.156300208, 213485.806280542, 19.0900001525879, 4.0, this camera takes nice this
213486.08967525, 213486.523148375, 12.0774993896484, 4.0, this camera takes nice think
213486.90638875, 213487.10642925, 5.39499950408936, 4.0, this camera takes nice should
213487.489781, 213488.389866417, 18.3474998474121, 4.0, this camera takes nice simpler
213488.673205292, 213488.823217125, 3.00250053405762, 4.0, this camera takes nice thinking
213489.123280292, 213489.306577417, 0.0325002670288086, 4.0, this camera takes nice simulated
213489.373031542, 213493.023615167, 10.1800003051758, 4.0, this camera takes nice **********
213494.023619583, 213494.440105333, 100.0, 1.0, this camera takes nice simulated
213497.855847333, 213498.757287583, 16.2024993896484, 4.0, this camera takes nice simulated p
213499.090580833, 213499.757491333, 9.02500057220459, 4.0, this camera takes nice simulated of
213500.040327958, 213501.340793417, 13.0675010681152, 4.0, this camera takes nice simulated oil
213502.540937583, 213504.057467958, 17.1925010681152, 4.0, this camera takes nice simulated this
213504.257304458, 213504.924355083, 13.3150005340576, 4.0, this camera takes nice simulated simon
213505.240987833, 213505.807839042, 7.04500007629395, 4.0, this camera takes nice simulated people
213506.47444125, 213507.274556042, 15.0475006103516, 4.0, this camera takes nice simulated simpler
213507.591062792, 213507.741188208, 1.43499994277954, 4.0, this camera takes nice simulated shopping
213508.457966208, 213509.441330667, 15.1300010681152, 4.0, this camera takes nice simulated personnel
213509.707825833, 213510.008021125, 6.22000026702881, 4.0, this camera takes nice simulated photograph
213509.707825833, 213510.008021125, 6.22000026702881, 4.0, this camera takes nice simulated photographs
well connected with people, 61, word, 26
213514.558355542, 213515.058333625, 25.1125011444092, 4.0, z
213515.391758083, 213515.958361625, 5.23000049591064, 4.0, we
213516.241900083, 213516.725158083, 10.0150003433228, 4.0, the
213516.841435417, 213517.075197833, 10.9224996566772, 4.0, well
213518.2752195, 213518.475336667, 1.26999998092651, 4.0, well a
213518.791940083, 213519.375289208, 16.0375003814697, 4.0, well as
213519.541669, 213520.092113792, 15.2124996185303, 4.0, well for
213520.425065167, 213520.842127083, 14.3874988555908, 4.0, well from
213521.242194167, 213521.458730792, 4.32250022888184, 4.0, well among
213522.175451958, 213522.342279292, 2.17750024795532, 4.0, well doomed
213523.692286625, 213524.058912708, 5.06500053405762, 4.0, well applied
213526.508982542, 213526.608830125, 100.0, 1.0, well doomed
213526.508982542, 213532.409434792, 19.1725006103516, 4.0, well connect
213532.659445458, 213532.992861458, 7.12750053405762, 4.0, well complete
213533.292836792, 213533.476203125, 5.14750003814697, 4.0, well connected
213534.809712333, 213535.2930375, 25.1125011444092, 4.0, well connected z
213535.526323875, 213535.809750667, 11.0874996185303, 4.0, well connected uh
213536.476378667, 213536.809790292, 22.4724998474121, 4.0, well connected you
213537.093068625, 213537.643096625, 10.5100002288818, 4.0, well connected with
213539.143300792, 213539.560071458, 13.3150005340576, 4.0, well connected with i
213540.326698708, 213540.560204917, 11.0050010681152, 4.0, well connected with of
213540.826346333, 213541.343385292, 11.5, 4.0, well connected with oil
213541.676512667, 213541.993442417, 12.0774993896484, 4.0, well connected with kill
213542.476842833, 213542.743469167, 12.2424983978271, 4.0, well connected with jilli
213543.260190917, 213543.426806792, 5.06500053405762, 4.0, well connected with online
213543.260190917, 213543.426806792, 5.06500053405762, 4.0, well connected with liking
213544.642200125, 213544.760185792, -5.0, 4.0, well connected with mining
213545.026853292, 213545.14238625, -0.957499980926514, 4.0, well connected with lining
213545.210447167, 213545.293593833, -5.0, 4.0, well connected with simple
213545.376862542, 213545.443542125, -5.0, 4.0, well connected with single
213545.493544833, 213545.559037792, -5.0, 4.0, well connected with hiking
213545.827009917, 213545.942340042, -5.0, 4.0, well connected with inning
213546.243615792, 213546.325701833, -5.0, 4.0, well connected with opioid
213546.410346667, 213546.475732292, -5.0, 4.0, well connected with skiing
213546.577180292, 213546.625724167, -5.0, 4.0, well connected with rookie
213546.710326125, 213546.759333917, -5.0, 4.0, well connected with timing
213547.027038875, 213547.110302208, -5.0, 4.0, well connected with hoping
213547.1937545, 213547.275749333, -5.0, 4.0, well connected with unlike
213547.360408833, 213547.410333125, -5.0, 4.0, well connected with ignore
213547.826999708, 213547.942768833, -5.0, 4.0, well connected with minimal
213548.2270425, 213548.310381417, -5.0, 4.0, well connected with similar
213548.410517917, 213548.510913875, -5.0, 4.0, well connected with minimize
213548.627222042, 213548.726003125, -5.0, 4.0, well connected with imminent
213548.827171958, 213548.910635792, -5.0, 4.0, well connected with skilled
213549.010560625, 213549.076053292, -5.0, 4.0, well connected with similarly
213549.427294542, 213549.542438667, -0.957499980926514, 4.0, well connected with innings
213549.643861625, 213549.759408333, -5.0, 4.0, well connected with implies
213549.877296, 213549.97614075, -5.0, 4.0, well connected with implied
213550.127108417, 213550.242888625, -5.0, 4.0, well connected with implicit
213550.310768375, 213550.392636792, -5.0, 4.0, well connected with milosevic
213550.493908458, 213550.559469875, -5.0, 4.0, well connected with simpler
213550.643950542, 213550.742630083, -5.0, 4.0, well connected with opponents
213550.960778083, 213551.243857875, 100.0, 1.0, well connected with
213550.960778083, 213552.5608345, 18.1824989318848, 4.0, well connected with s
213552.84410875, 213553.077525083, 8.44750022888184, 4.0, well connected with of
213553.377536208, 213553.894184542, 16.2849998474121, 4.0, well connected with who
213554.311236708, 213554.644239375, 13.3150005340576, 4.0, well connected with risk
213555.077632042, 213555.327599333, 7.12750053405762, 4.0, well connected with phone
213555.844355583, 213556.044311833, 7.29250049591064, 4.0, well connected with people
213555.844355583, 213556.044311833, 7.29250049591064, 4.0, well connected with ripped
213556.677626, 213556.743044292, -5.0, 4.0, well connected with people
take a coffee break, 26, word, 27
213561.178009958, 213562.64479575, 20.0799999237061, 4.0, u
213562.928262875, 213563.078164667, 2.01250028610229, 4.0, we
213563.644821333, 213564.261718667, 14.2224998474121, 4.0, was
213564.828243708, 213565.112163542, 9.76749992370605, 4.0, talk
213566.811705167, 213566.878132667, 100.0, 1.0, 
213567.361726833, 213568.428471083, 17.0275001525879, 4.0, q
213568.711638, 213568.84510775, -0.462500095367432, 4.0, ra
213569.295227333, 213569.912068875, 9.27250003814697, 4.0, tag
213570.211986542, 213570.512142625, 5.14750003814697, 4.0, said
213570.211986542, 213570.512142625, 5.14750003814697, 4.0, take
213572.162277208, 213572.328882083, 2.01250028610229, 4.0, take a
213573.728822958, 213574.1622375, 3.08500003814697, 4.0, take a a
213574.495305625, 213575.228929625, 15.0475006103516, 4.0, take a do
213575.845636042, 213576.079016583, 9.10750007629395, 4.0, take a and
213576.328674792, 213576.595685792, 6.22000026702881, 4.0, take a come
213577.079032125, 213577.329044167, 6.71499919891357, 4.0, take a brief
213577.412117375, 213577.678926042, 6.13749980926514, 4.0, take a coffee
213579.212582917, 213580.979352167, 2.01250028610229, 4.0, take a coffee a
213581.979037458, 213582.612789792, 14.2224998474121, 4.0, take a coffee an
213583.096135292, 213583.413023958, 6.30249977111816, 4.0, take a coffee and
213583.645868417, 213583.8128155, 3.33249950408936, 4.0, take a coffee area
213584.579524875, 213585.128403375, 12.1599998474121, 4.0, take a coffee angel
213584.579524875, 213585.128403375, 12.1599998474121, 4.0, take a coffee click
213586.228353625, 213586.311871375, -5.0, 4.0, take a coffee clean
213586.396712, 213586.463356792, -5.0, 4.0, take a coffee black
213586.546300917, 213586.595066333, -5.0, 4.0, take a coffee break
a problem with the engine, 52, word, 28
213589.130160542, 213589.279755458, -0.957499980926514, 4.0, a
213590.079819875, 213590.546631792, 16.5324993133545, 4.0, as
213591.579853917, 213592.530075625, 17.1100006103516, 4.0, but
213592.779743917, 213593.246843667, 13.3150005340576, 4.0, also
213593.529911542, 213593.730119375, 3.41499996185303, 4.0, could
213594.046845083, 213594.596922458, 19.0075016021729, 4.0, apples
213594.84679775, 213595.580217583, 6.13749980926514, 4.0, compare
213595.913558375, 213596.230300458, 13.1499996185303, 4.0, bulletin
213597.680477833, 213597.747038333, 100.0, 1.0, 
213598.863907792, 213599.129403292, 2.25999975204468, 4.0, a
213600.930535375, 213601.530742625, 17.1100006103516, 4.0, a q
213602.097296083, 213603.097430208, 25.0300006866455, 4.0, a my
213603.330770333, 213603.730778875, 15.2124996185303, 4.0, a own
213604.764260875, 213604.997577583, 3.41499996185303, 4.0, a type
213605.380861625, 213605.964328708, 11.0874996185303, 4.0, a stock
213606.414322625, 213606.780982333, 5.47749996185303, 4.0, a myself
213607.130991375, 213607.464354667, 11.5825004577637, 4.0, a murdoch
213607.130991375, 213607.464354667, 11.5825004577637, 4.0, a studies
213608.447920542, 213608.547644708, -5.0, 4.0, a muscles
213608.631094, 213608.696495792, -5.0, 4.0, a strands
213608.781286792, 213608.82980275, -5.0, 4.0, a nytimes
213608.914426292, 213608.963375708, -5.0, 4.0, a symbols
213609.03103775, 213609.096446917, -5.0, 4.0, a strikes
213609.147797417, 213609.23002325, -5.0, 4.0, a straight
213609.280981333, 213609.364591958, -5.0, 4.0, a rulemaking
213609.630962, 213609.729862917, -5.0, 4.0, a symbolic
213609.798029792, 213609.86327975, -5.0, 4.0, a striking
213609.931146625, 213610.014530083, -5.0, 4.0, a purchased
213610.081173667, 213610.1632505, -5.0, 4.0, a purchase
213610.233623042, 213610.296774542, -5.0, 4.0, a superior
213610.3643945, 213610.446577917, -5.0, 4.0, a purchases
213610.981216042, 213611.247901417, 100.0, 1.0, a
213610.981216042, 213613.198123167, 15.2124996185303, 4.0, a o
213613.898149875, 213614.781309333, 17.6049995422363, 4.0, a or
213615.431614458, 213616.248290833, 16.2024993896484, 4.0, a our
213616.848170333, 213617.264818208, 2.01250028610229, 4.0, a more
213617.665030542, 213618.21504875, 11.5, 4.0, a stock
213618.498158667, 213618.715037292, 5.3125, 4.0, a muscle
