beautiful paintings in the gallery, 0, false, 1
beautiful paintings in the gallery, 165, false, 1
208580.386975, 208581.520463375, 15.2124996185303, 4.0
208581.837131167, 208582.553741042, 13.0675010681152, 4.0
208583.137439208, 208584.587486625, 18.4299983978271, 4.0
208585.054049333, 208585.920972917, 17.0275001525879, 4.0
208586.254149833, 208587.920920417, 1.84749984741211, 4.0
208588.437669667, 208589.17106325, 10.0150003433228, 4.0
208589.721018292, 208590.754478875, 17.1925010681152, 4.0
208592.254613667, 208592.854697125, 7.04500007629395, 4.0
208593.237793917, 208594.004731958, 13.0675010681152, 4.0
208594.521303875, 208595.704710917, 17.1925010681152, 4.0
208597.054984167, 208597.471602542, 2.17750024795532, 4.0
208597.871586083, 208598.388532167, 2.09500026702881, 4.0
208598.804975458, 208599.271637708, 3.16750049591064, 4.0
208600.438656542, 208600.821838208, 3.00250053405762, 4.0
208601.188759333, 208601.8888265, 15.0475006103516, 4.0
208602.238485375, 208602.688647167, 9.27250003814697, 4.0
208602.971649292, 208603.771831667, 22.3074989318848, 4.0
208604.088758667, 208604.472066917, 5.14750003814697, 4.0
208604.805471875, 208605.672233042, 14.1399993896484, 4.0
208606.138769625, 208606.805671333, 15.0475006103516, 4.0
stiff penalty for staying out late, 40, false, 10
208617.872893542, 208618.539651708, 22.4724998474121, 4.0
208618.789622375, 208619.623107208, 18.3474998474121, 4.0
208619.939675917, 208620.406416875, 10.0150003433228, 4.0
208620.673035625, 208621.139777125, 5.06500053405762, 4.0
208621.389766458, 208621.723186625, 8.03500080108643, 4.0
208623.406600125, 208623.488748833, -5.0, 4.0
208623.589992583, 208623.656621167, -5.0, 4.0
208623.739972292, 208623.822016333, -5.0, 4.0
208623.8900825, 208623.956601333, -5.0, 4.0
208624.039979458, 208624.122070292, -5.0, 4.0
208624.789964125, 208624.872057167, -5.0, 4.0
208625.240028917, 208625.306599917, -5.0, 4.0
208625.60667425, 208625.690172708, -5.0, 4.0
208626.656933, 208627.75698375, 16.2849998474121, 4.0
208628.156987375, 208628.907200917, 3.91000080108643, 4.0
208629.290061375, 208630.9402975, 15.2124996185303, 4.0
208631.273438125, 208631.757208417, 1.02250003814697, 4.0
208632.107291083, 208632.907322375, 9.02500057220459, 4.0
208633.42393075, 208635.27404775, 18.1824989318848, 4.0
208635.573973375, 208636.524113667, 24.1224994659424, 4.0
208637.574245458, 208638.024318917, 7.12750053405762, 4.0
208638.323987208, 208639.357575458, 12.2424983978271, 4.0
208639.657443875, 208640.457781167, 15.0475006103516, 4.0
208641.54115475, 208642.407731083, 17.0275001525879, 4.0
208642.690902208, 208643.79123, 17.0275001525879, 4.0
208644.10775875, 208644.491658333, 2.01250028610229, 4.0
208644.858116917, 208645.891479083, 23.1325016021729, 4.0
208646.191430708, 208646.691455083, 11.0874996185303, 4.0
208647.008243083, 208647.658291167, 13.4799995422363, 4.0
208647.991499417, 208648.441536667, 4.15750026702881, 4.0
208649.508207708, 208650.141782917, 13.0675010681152, 4.0
208650.408109042, 208651.141821833, 21.1525001525879, 4.0
208651.458501708, 208652.27513775, 18.1824989318848, 4.0
208653.291823708, 208654.108693, 13.0675010681152, 4.0
208654.442095958, 208654.65871275, 1.10500001907349, 4.0
208655.075296792, 208655.94207625, 18.1000003814697, 4.0
208656.275399792, 208656.692088458, 4.07499980926514, 4.0
208657.742138375, 208657.925498917, -0.792500019073486, 4.0
208658.792217667, 208658.858712667, 100.0, 1.0
208658.742091375, 208659.1409225, -5.0, 4.0
space is a high priority, 20, false, 11
208702.460427167, 208703.228648583, 20.0799999237061, 4.0
208703.545226167, 208704.261914875, 17.0275001525879, 4.0
208704.511602792, 208704.945482917, 1.02250003814697, 4.0
208705.295311042, 208705.695195292, 2.25999975204468, 4.0
208705.962072333, 208706.362074333, 3.00250053405762, 4.0
208707.478900417, 208708.028983792, 10.0150003433228, 4.0
208708.261892875, 208709.128990542, 17.3575000762939, 4.0
208710.279059042, 208710.67897275, -0.957499980926514, 4.0
208712.312471958, 208712.795891917, 8.19999980926514, 4.0
208713.062145375, 208713.495933917, 9.19000053405762, 4.0
208713.778930917, 208714.229353667, 6.05500030517578, 4.0
208714.512303667, 208714.996174625, 7.12750053405762, 4.0
208716.229567917, 208716.879491458, 13.1499996185303, 4.0
208717.179417917, 208718.596186417, 17.1925010681152, 4.0
208718.895970458, 208719.329841708, 10.0150003433228, 4.0
208719.612599042, 208720.062925792, 13.3150005340576, 4.0
208720.346070042, 208722.113097875, 14.4699993133545, 4.0
208722.529828958, 208723.029958958, 9.10750007629395, 4.0
208723.6465655, 208724.313286208, 19.0900001525879, 4.0
208724.613149125, 208725.313159375, 23.0500011444092, 4.0
we missed your birthday, 20, false, 12
208728.947007167, 208729.463736542, 27.2574996948242, 4.0
208729.630305667, 208730.34693675, 5.14750003814697, 4.0
208731.430472167, 208731.963700667, 14.1399993896484, 4.0
208732.263578333, 208732.697212208, 10.2624998092651, 4.0
208732.91345025, 208733.58042075, 17.0275001525879, 4.0
208733.830263125, 208734.297313708, 16.2024993896484, 4.0
208734.713814125, 208735.09726925, 5.39499950408936, 4.0
208735.363683625, 208735.697274417, 4.07499980926514, 4.0
208736.647473, 208737.614208792, 22.3899993896484, 4.0
208737.91420425, 208738.480884458, 18.1000003814697, 4.0
208738.797528583, 208739.74760325, 18.2649993896484, 4.0
208740.114320208, 208741.031055167, 16.1199989318848, 4.0
208742.247914333, 208742.597474625, 5.06500053405762, 4.0
208742.947601, 208743.797878125, 8.11750030517578, 4.0
208744.281291208, 208744.981251292, 17.0275001525879, 4.0
208745.364416292, 208746.7981905, 19.0900001525879, 4.0
208747.098174625, 208747.531495042, 8.11750030517578, 4.0
208747.864762708, 208748.281474625, 4.23999977111816, 4.0
208748.648245917, 208748.914893917, 1.26999998092651, 4.0
208749.298322875, 208750.564943708, 24.2049999237061, 4.0
call for more details, 22, false, 13
208752.848491125, 208753.265122333, 2.01250028610229, 4.0
208753.514970375, 208753.798548958, 4.32250022888184, 4.0
208754.064871625, 208754.748589667, 11.1700000762939, 4.0
208755.015085208, 208755.565316583, 7.95250034332275, 4.0
208756.448663125, 208756.547358208, -5.0, 4.0
208756.598898083, 208756.697398625, -5.0, 4.0
208756.748963333, 208756.864107042, -5.0, 4.0
208757.348621958, 208757.414181292, -5.0, 4.0
208757.898844625, 208758.515495167, 6.46749973297119, 4.0
208758.848699625, 208759.498849375, 13.0675010681152, 4.0
208759.815347833, 208760.432144667, 20.0799999237061, 4.0
208761.465707917, 208762.082420417, 11.2525005340576, 4.0
208762.315416375, 208762.932519292, 15.2950000762939, 4.0
208763.182191792, 208763.799202833, 17.1925010681152, 4.0
208764.099163958, 208764.566160167, 5.23000049591064, 4.0
208765.516001, 208765.899276125, 2.17750024795532, 4.0
208766.16576675, 208766.499325833, 4.15750026702881, 4.0
208766.949330875, 208767.982822917, 19.2550010681152, 4.0
208768.3159385, 208768.699451208, 2.09500026702881, 4.0
208769.049508708, 208770.216249625, 9.19000053405762, 4.0
208770.499571458, 208771.066314292, 10.0975008010864, 4.0
208771.33301025, 208771.966377667, 16.0375003814697, 4.0
that land is owned by the government, 59, false, 14
208774.033262167, 208775.066591708, 13.9750003814697, 4.0
208775.483392917, 208775.96662175, 7.12750053405762, 4.0
208776.299694792, 208776.683374125, 3.25, 4.0
208777.100035167, 208778.349901667, 19.3374996185303, 4.0
208779.1500705, 208779.248835208, -5.0, 4.0
208779.93363375, 208780.5502445, 10.0150003433228, 4.0
208780.833447667, 208781.117148625, 3.16750049591064, 4.0
208781.5837405, 208782.317010083, 13.2325000762939, 4.0
208782.700380833, 208783.0835995, 2.01250028610229, 4.0
208784.299171458, 208784.382508167, -5.0, 4.0
208784.517543667, 208784.56735675, -5.0, 4.0
208784.667427958, 208784.716016542, -5.0, 4.0
208785.882550917, 208786.115953792, -5.0, 4.0
208787.100738833, 208787.300840083, -0.875, 4.0
208787.867452792, 208787.983898458, 100.0, 1.0
208787.817238417, 208788.199558833, -5.0, 4.0
208788.35076175, 208788.517303917, 100.0, 1.0
208788.35076175, 208788.79968975, -5.0, 4.0
208789.234075458, 208789.967584625, 11.0874996185303, 4.0
208790.317469667, 208790.734398792, -0.957499980926514, 4.0
208791.084353958, 208791.884441375, 12.0774993896484, 4.0
208792.451058417, 208792.917810583, 3.08500003814697, 4.0
208793.501092625, 208793.599885917, -5.0, 4.0
208794.267856125, 208794.751275667, 6.05500030517578, 4.0
208795.051006167, 208795.717991083, 18.1824989318848, 4.0
208796.718125167, 208797.501467625, 18.1000003814697, 4.0
208797.801314333, 208798.601488833, 21.3999996185303, 4.0
208798.884844292, 208799.518221792, 12.1599998474121, 4.0
208799.818188625, 208800.284885667, 4.07499980926514, 4.0
208800.61842625, 208801.134948125, 2.01250028610229, 4.0
208801.801517167, 208801.884973333, -5.0, 4.0
208801.951723042, 208802.066915875, -5.0, 4.0
208802.118432375, 208802.216953708, -5.0, 4.0
208802.267986708, 208802.333903208, -5.0, 4.0
208803.251772917, 208803.450387458, -5.0, 4.0
208804.568555292, 208805.267470542, -5.0, 4.0
208805.71865325, 208806.200672208, -5.0, 4.0
208806.685300417, 208807.068594667, -5.0, 4.0
208808.652175958, 208809.035541375, 6.05500030517578, 4.0
208809.435415333, 208809.952047667, 100.0, 1.0
208809.185080708, 208810.200762875, -5.0, 4.0
208810.352158667, 208810.902212333, 1.02250003814697, 4.0
208811.302292792, 208812.23579075, 22.1424999237061, 4.0
208813.219033625, 208813.302315375, -5.0, 4.0
208813.752534333, 208814.552485333, 16.2849998474121, 4.0
208814.852342125, 208815.40264825, 11.0050010681152, 4.0
208815.735584, 208816.352665667, 1.10500001907349, 4.0
208817.486201667, 208818.269465917, 15.0475006103516, 4.0
208818.419070542, 208818.886177583, 100.0, 1.0
208818.419070542, 208820.41954425, 8.69499969482422, 4.0
208820.752684958, 208821.469614125, 14.0574989318848, 4.0
208821.78608025, 208823.286460625, 19.2550010681152, 4.0
208823.586124417, 208824.169786333, 4.15750026702881, 4.0
208824.553117125, 208825.569896458, 17.2749996185303, 4.0
208825.969868375, 208826.986687208, 14.1399993896484, 4.0
208827.286815042, 208827.786882042, 12.1599998474121, 4.0
208828.103351, 208828.653449417, 3.33249950408936, 4.0
208828.936872667, 208829.636985292, 12.0774993896484, 4.0
208829.903475667, 208830.653504, 17.0275001525879, 4.0
in sharp contrast to your words, 26, false, 15
208834.187383375, 208834.68726325, 7.04500007629395, 4.0
208834.920153, 208835.737401708, 11.2525005340576, 4.0
208836.654082875, 208837.487108417, 17.1100006103516, 4.0
208837.737047292, 208838.17074775, 7.29250049591064, 4.0
208838.437123375, 208838.687512417, 2.25999975204468, 4.0
208839.003901833, 208839.954185792, 16.4499988555908, 4.0
208840.20388275, 208841.304277583, 15.2950000762939, 4.0
208842.221036917, 208842.78796175, -0.544999599456787, 4.0
208843.087839208, 208843.804412083, 12.2424983978271, 4.0
208844.071107208, 208844.704500583, 13.2325000762939, 4.0
208845.087803958, 208845.904526667, 17.0275001525879, 4.0
208846.254538208, 208847.454688667, 17.3575000762939, 4.0
208847.738031875, 208848.22136075, 0.115000247955322, 4.0
208848.604847958, 208849.688234375, 19.4200000762939, 4.0
208849.971465333, 208850.85487, 17.0275001525879, 4.0
208851.771569917, 208852.5384365, 19.1725006103516, 4.0
208852.855162583, 208853.455128542, 12.1599998474121, 4.0
208854.338513917, 208855.821942167, 22.2250003814697, 4.0
208856.121861625, 208856.77189725, 11.8299999237061, 4.0
208857.071922667, 208857.82197175, 20.0799999237061, 4.0
208858.188942917, 208858.9720805, 17.0275001525879, 4.0
208860.038784083, 208860.839003917, 22.0599994659424, 4.0
208861.155607208, 208861.72230075, 15.3775005340576, 4.0
208862.005659, 208862.672299292, 16.2024993896484, 4.0
208862.972328292, 208863.322348958, 3.00250053405762, 4.0
208864.255880458, 208865.155824, 18.1824989318848, 4.0
i do not fully agree with you, 35, false, 16
208866.956354708, 208867.422618917, 7.21000003814697, 4.0
208868.2727275, 208868.672706667, 7.29250049591064, 4.0
208868.905709833, 208869.556090208, 11.0050010681152, 4.0
208870.106009833, 208870.221476417, -5.0, 4.0
208870.772977208, 208871.606188958, 12.1599998474121, 4.0
208871.889361875, 208872.539713167, 13.0675010681152, 4.0
208872.789335, 208873.473056833, 18.1000003814697, 4.0
208874.489841208, 208875.906540625, 4.32250022888184, 4.0
208876.273065042, 208877.539936375, 27.3400001525879, 4.0
208878.18997675, 208878.356540333, 100.0, 1.0
208878.139899125, 208878.538782875, -5.0, 4.0
208878.70657975, 208878.83991, 100.0, 1.0
208878.70657975, 208879.07218225, -5.0, 4.0
208879.256874042, 208879.840087792, 7.04500007629395, 4.0
208880.123201958, 208880.523476583, 100.0, 1.0
208880.039776292, 208880.788852625, -5.0, 4.0
208881.0400635, 208881.590249292, 7.375, 4.0
208881.839834542, 208882.740329625, 22.1424999237061, 4.0
208883.007184833, 208883.490376833, 12.2424983978271, 4.0
208883.72375225, 208884.190398583, 9.02500057220459, 4.0
208884.390135167, 208885.307232708, 21.0700016021729, 4.0
208885.940490292, 208886.223920625, 2.09500026702881, 4.0
208886.373585917, 208886.523813625, 0.115000247955322, 4.0
208886.6735945, 208887.223828667, 100.0, 1.0
208886.6735945, 208890.057454958, 6.63249969482422, 4.0
208890.574216792, 208891.407569792, 19.0900001525879, 4.0
208891.724067083, 208892.407611542, 4.07499980926514, 4.0
208892.674093875, 208893.124373458, 4.40499973297119, 4.0
208894.191051125, 208895.041120375, 22.2250003814697, 4.0
208895.341167125, 208896.124564958, 10.2624998092651, 4.0
208896.37452225, 208897.591340583, 17.2749996185303, 4.0
208897.874580917, 208898.341341083, 7.12750053405762, 4.0
208899.241488708, 208900.024720458, 24.2875003814697, 4.0
208900.324763917, 208902.325010292, 15.3775005340576, 4.0
208902.641729958, 208903.208362042, 22.1424999237061, 4.0
a quarter of a century, 48, false, 17
208919.976068458, 208920.24276725, 0.0325002670288086, 4.0
208920.526074542, 208921.592866708, 20.5749988555908, 4.0
208921.892834583, 208922.943083667, 20.0799999237061, 4.0
208923.226285958, 208923.659708625, 2.01250028610229, 4.0
208923.993002208, 208924.793080375, 16.0375003814697, 4.0
208925.143012875, 208926.093136042, 18.1000003814697, 4.0
208926.359846, 208927.009829042, 4.07499980926514, 4.0
208927.293137667, 208928.193274625, 15.2950000762939, 4.0
208929.326822917, 208929.375413167, -5.0, 4.0
208929.476771417, 208929.558623875, -5.0, 4.0
208929.843291667, 208929.943281625, -5.0, 4.0
208930.026840083, 208930.093402333, -5.0, 4.0
208930.193453458, 208930.26013575, -5.0, 4.0
208930.360069042, 208930.410135375, -5.0, 4.0
208930.760176792, 208930.8267, -5.0, 4.0
208931.126735667, 208931.226676708, -5.0, 4.0
208931.293472292, 208931.393866, -5.0, 4.0
208931.460262958, 208931.559032667, -5.0, 4.0
208931.610139708, 208931.725685375, -5.0, 4.0
208931.793334083, 208931.908942667, -5.0, 4.0
208932.176951333, 208932.275524833, -5.0, 4.0
208932.343888292, 208932.443677125, -5.0, 4.0
208932.510216208, 208932.608916458, -5.0, 4.0
208932.660254292, 208932.743686542, -5.0, 4.0
208932.8101545, 208932.908987208, -5.0, 4.0
208933.226884458, 208933.4601395, 100.0, 1.0
208933.160297083, 208933.810319792, -5.0, 4.0
208934.093707167, 208935.027176167, 14.1399993896484, 4.0
208935.326964667, 208936.026915625, 100.0, 1.0
208934.093707167, 208936.259170042, -5.0, 4.0
208936.443674375, 208936.793858042, 0.115000247955322, 4.0
208937.510575417, 208938.710648125, 16.0375003814697, 4.0
208938.99372825, 208939.627381458, 18.4299983978271, 4.0
208939.893754667, 208940.293924583, 1.02250003814697, 4.0
208940.594178417, 208941.410898458, 16.0375003814697, 4.0
208941.777543792, 208942.644312583, 19.2550010681152, 4.0
208942.944335625, 208943.410977292, 5.06500053405762, 4.0
208943.844316958, 208944.64446325, 16.2024993896484, 4.0
208945.544462292, 208946.177897125, 14.0574989318848, 4.0
208946.327511958, 208948.578014125, 6.63249969482422, 4.0
208949.578022125, 208950.444679417, 0.610000133514404, 4.0
208951.211412167, 208951.628192125, 3.16750049591064, 4.0
208951.911209917, 208952.694896125, 5.14750003814697, 4.0
208952.97797, 208953.761640125, 11.0874996185303, 4.0
208954.211795375, 208955.095031625, 19.4200000762939, 4.0
208955.361685667, 208956.095260583, 19.0900001525879, 4.0
208956.4950595, 208957.361835083, 18.1000003814697, 4.0
208957.628616792, 208958.361899333, 22.0599994659424, 4.0
we missed your birthday, 21, false, 18
208961.028728458, 208961.912196167, 19.2550010681152, 4.0
208962.212214583, 208962.878872875, 4.40499973297119, 4.0
208963.52887425, 208963.628780625, -5.0, 4.0
208964.262333917, 208964.845565417, 13.3975009918213, 4.0
208965.262298625, 208966.395749667, 9.10750007629395, 4.0
208966.912405125, 208968.079241375, 20.0799999237061, 4.0
208968.3790155, 208969.062704833, 17.1100006103516, 4.0
208969.612697375, 208970.062693542, 3.00250053405762, 4.0
208970.512604, 208970.879375208, 3.08500003814697, 4.0
208971.779694417, 208972.612970042, 23.1325016021729, 4.0
208972.946188167, 208973.663071917, 12.3249988555908, 4.0
208973.946247375, 208974.696416625, 20.3274993896484, 4.0
208975.112949292, 208975.7796, 17.0275001525879, 4.0
208976.579748042, 208977.096439458, 1.02250003814697, 4.0
208977.496527625, 208978.096543083, 8.03500080108643, 4.0
208978.396421333, 208979.146656542, 15.1300010681152, 4.0
208979.496362542, 208981.196912292, 18.1000003814697, 4.0
208981.54690675, 208982.013423542, 9.10750007629395, 4.0
208982.33008325, 208982.746975125, 2.01250028610229, 4.0
208983.130102625, 208983.530170708, -0.875, 4.0
208983.88019625, 208984.947097875, 22.2250003814697, 4.0
my mother makes good cookies, 43, false, 19
208987.08086375, 208987.730593375, 13.0675010681152, 4.0
208988.047277958, 208988.713805667, 23.0500011444092, 4.0
208990.414006417, 208991.0305775, 10.1800003051758, 4.0
208991.280406792, 208991.864134667, 12.2424983978271, 4.0
208992.1303745, 208992.747495125, 18.0174999237061, 4.0
208993.03056425, 208993.530911708, 5.06500053405762, 4.0
208993.914248667, 208994.780897375, 19.0075016021729, 4.0
208995.364404833, 208996.630896417, 100.0, 1.0
208995.364404833, 208997.797791792, 2.01250028610229, 4.0
208998.164521542, 208999.031263125, 17.0275001525879, 4.0
209000.298082708, 209000.798152125, 18.1000003814697, 4.0
209001.898045417, 209001.997949917, -5.0, 4.0
209002.231576708, 209002.297966458, 100.0, 1.0
209002.231576708, 209003.081573958, 100.0, 1.0
209002.231576708, 209004.38153975, 12.0774993896484, 4.0
209004.698543458, 209005.298378667, 13.0675010681152, 4.0
209005.564725583, 209006.431679167, 17.0275001525879, 4.0
209006.681363208, 209007.081610292, 8.03500080108643, 4.0
209007.398220792, 209007.781750792, 3.16750049591064, 4.0
209008.08180125, 209008.881803167, 14.1399993896484, 4.0
209009.265173125, 209009.381999, -5.0, 4.0
209009.432004292, 209009.547300792, -5.0, 4.0
209009.598633792, 209009.715495083, -5.0, 4.0
209010.998737542, 209011.765379833, 14.0574989318848, 4.0
209012.015223, 209012.332175583, 3.16750049591064, 4.0
209012.832172042, 209013.532208833, 8.11750030517578, 4.0
209013.88195425, 209014.448898958, 4.15750026702881, 4.0
209014.682085333, 209015.365595583, 13.5625, 4.0
209016.065714708, 209016.147699875, -5.0, 4.0
209016.215899917, 209016.315559083, -5.0, 4.0
209016.382421333, 209016.465978375, -5.0, 4.0
209016.598868833, 209016.731147625, -5.0, 4.0
209017.199094167, 209018.215961583, 6.30249977111816, 4.0
209018.515575167, 209019.049216042, 12.2424983978271, 4.0
209019.332250708, 209019.96597675, 13.3150005340576, 4.0
209020.198954833, 209020.599511083, 6.05500030517578, 4.0
209021.549345833, 209022.499483042, 3.91000080108643, 4.0
209022.832514458, 209023.616145042, 15.0475006103516, 4.0
209023.882562, 209024.56628375, 15.2950000762939, 4.0
209024.799314458, 209025.216240917, 9.02500057220459, 4.0
209025.549571125, 209026.316390875, 11.0874996185303, 4.0
209026.683046042, 209027.249808167, 5.14750003814697, 4.0
209027.566695292, 209028.1999035, 15.4600009918213, 4.0
a good response to the question, 35, false, 20
209030.46670975, 209030.699991208, 0.279999732971191, 4.0
209031.000025042, 209031.516880833, 5.14750003814697, 4.0
209031.816436208, 209032.533457708, 13.0675010681152, 4.0
209032.816671542, 209033.500176458, 13.1499996185303, 4.0
209034.333651292, 209034.43336975, 100.0, 1.0
209035.133546333, 209035.233462917, 100.0, 1.0
209035.133546333, 209035.432375167, -5.0, 4.0
209035.850351792, 209036.183708708, 3.00250053405762, 4.0
209037.550397458, 209038.100436208, 5.23000049591064, 4.0
209038.3835125, 209039.1173145, 14.0574989318848, 4.0
209039.3668835, 209039.9173015, 13.0675010681152, 4.0
209040.150189125, 209040.483802833, 4.07499980926514, 4.0
209041.517382542, 209042.23409375, 17.1100006103516, 4.0
209042.483695083, 209042.867502542, 2.25999975204468, 4.0
209043.233878, 209044.217547708, 16.1199989318848, 4.0
209044.483893542, 209045.384151708, 13.2325000762939, 4.0
209045.684043542, 209046.517709458, 10.4274997711182, 4.0
209046.784125875, 209047.417841958, 11.1700000762939, 4.0
209047.7843205, 209048.751222625, 17.0275001525879, 4.0
209049.117967833, 209049.717967958, 3.08500003814697, 4.0
209050.818004208, 209051.768002, 22.0599994659424, 4.0
209052.10150675, 209052.801488833, 13.1499996185303, 4.0
209053.818086833, 209054.968296792, 18.0174999237061, 4.0
209055.251486042, 209055.701718708, 7.12750053405762, 4.0
209055.984849, 209056.585122833, 3.00250053405762, 4.0
209057.451712625, 209058.168463333, 16.0375003814697, 4.0
209058.551816167, 209059.451892833, 19.2550010681152, 4.0
209059.734936167, 209060.18485025, 4.23999977111816, 4.0
209060.4684785, 209061.101989917, 18.0174999237061, 4.0
209061.45199, 209062.135335375, 16.2849998474121, 4.0
209062.452082833, 209062.902147208, 9.10750007629395, 4.0
209063.202014417, 209063.752201625, 13.0675010681152, 4.0
209064.05216325, 209064.852195, 12.2424983978271, 4.0
209065.70213225, 209067.285611875, -5.0, 4.0
209068.802688417, 209068.867901, -5.0, 4.0
this watch is too expensive, 24, false, 21
209269.699087083, 209270.365751042, 21.4825000762939, 4.0
209270.649132583, 209271.232551833, 10.0150003433228, 4.0
209271.516061667, 209272.049153458, 7.12750053405762, 4.0
209272.365824625, 209273.049242083, 19.0075016021729, 4.0
209273.882681333, 209274.616057125, 23.0500011444092, 4.0
209274.999320125, 209275.4159135, 1.35249996185303, 4.0
209275.766085667, 209276.666163167, 17.0275001525879, 4.0
209276.966114333, 209277.349486958, 2.09500026702881, 4.0
209277.749547292, 209278.266295292, 9.19000053405762, 4.0
209279.316276375, 209279.866361375, 9.10750007629395, 4.0
209280.166167042, 209280.7832235, 15.2950000762939, 4.0
209281.449799792, 209281.548458625, -5.0, 4.0
209282.033293, 209282.966696958, 21.3175010681152, 4.0
209283.26707, 209283.916540792, 13.0675010681152, 4.0
209284.216470583, 209284.666778708, 15.1300010681152, 4.0
209285.483430708, 209285.950045333, 3.25, 4.0
209286.249866417, 209287.08352225, 21.1525001525879, 4.0
209287.416957208, 209288.017026792, 16.0375003814697, 4.0
209288.300193125, 209288.667103417, 3.08500003814697, 4.0
209288.950235458, 209289.683758708, 13.0675010681152, 4.0
209290.033707667, 209290.650439292, 17.2749996185303, 4.0
209290.950445667, 209291.3172515, 7.29250049591064, 4.0
209291.6504175, 209292.533804042, 20.1625003814697, 4.0
209292.867238042, 209293.533958167, 6.13749980926514, 4.0
love means many things, 20, false, 22
209296.134010708, 209296.83404925, 11.0050010681152, 4.0
209297.083683958, 209297.717552083, 12.2424983978271, 4.0
209298.000531458, 209298.700919417, 19.0900001525879, 4.0
209298.933919167, 209299.467601333, 5.06500053405762, 4.0
209300.234248208, 209300.334201542, -5.0, 4.0
209300.967738083, 209301.934454083, 11.1700000762939, 4.0
209302.451196, 209303.501430625, 5.14750003814697, 4.0
209303.817575583, 209304.134486083, 0.115000247955322, 4.0
209304.467941208, 209305.151415333, 12.1599998474121, 4.0
209305.568102208, 209306.318075042, 17.1100006103516, 4.0
209307.118218, 209307.785, 10.0150003433228, 4.0
209308.0845845, 209308.434898583, 0.115000247955322, 4.0
209308.768111875, 209309.551652333, 12.2424983978271, 4.0
209309.834711625, 209310.785043375, 23.1325016021729, 4.0
209311.568506708, 209312.4018225, 17.1925010681152, 4.0
209312.701658083, 209313.118620333, 7.29250049591064, 4.0
209313.4016875, 209313.835461875, 8.19999980926514, 4.0
209314.168289833, 209314.76873575, 13.0675010681152, 4.0
209315.168782625, 209315.768841583, 8.19999980926514, 4.0
209316.218731333, 209317.2021975, 17.1925010681152, 4.0
i am wearing a tie and a jacket, 106, false, 23
209319.635561167, 209320.252295333, 9.10750007629395, 4.0
209320.568830292, 209320.885657833, 0.115000247955322, 4.0
209321.135376708, 209321.769189875, 11.1700000762939, 4.0
209322.719281583, 209322.801360958, -3.43250000476837, 4.0
209323.219145167, 209323.402296375, 100.0, 1.0
209323.169095792, 209323.601325792, -5.0, 4.0
209324.019276667, 209324.652530667, 8.11750030517578, 4.0
209325.419361417, 209325.719327125, 5.23000049591064, 4.0
209325.952365, 209326.135934625, 1.02250003814697, 4.0
209326.28577925, 209326.952519917, 100.0, 1.0
209326.28577925, 209327.969473333, 11.0874996185303, 4.0
209328.586123042, 209328.669451542, -5.0, 4.0
209328.73621675, 209328.834979083, -5.0, 4.0
209328.919556417, 209328.9849565, -5.0, 4.0
209329.086326625, 209329.168305125, -5.0, 4.0
209329.86966, 209331.50296425, 19.0075016021729, 4.0
209331.853130667, 209332.28644375, 3.08500003814697, 4.0
209332.586158958, 209332.936493333, -0.875, 4.0
209333.203262917, 209333.986603917, 15.0475006103516, 4.0
209334.353233542, 209334.836643208, 8.03500080108643, 4.0
209335.153337542, 209335.753395458, 13.3150005340576, 4.0
209336.069990917, 209336.58675975, 9.02500057220459, 4.0
209337.486758708, 209337.736773625, -0.957499980926514, 4.0
209338.370199583, 209339.086973, 17.1100006103516, 4.0
209339.453385208, 209339.903638458, 8.28250026702881, 4.0
209340.236793417, 209340.77033075, 2.01250028610229, 4.0
209341.453558542, 209341.569137375, -5.0, 4.0
209341.653890542, 209341.75237975, -5.0, 4.0
209341.887143083, 209341.970310125, -5.0, 4.0
209342.053713958, 209342.152560958, -5.0, 4.0
209342.2040895, 209342.319134583, -5.0, 4.0
209342.370500583, 209342.452465625, -5.0, 4.0
209343.103715083, 209343.219210208, -5.0, 4.0
209343.287278667, 209343.385832167, -5.0, 4.0
209343.454042792, 209343.535812458, -5.0, 4.0
209343.670692292, 209343.769376083, -5.0, 4.0
209343.870592625, 209343.920526833, -5.0, 4.0
209344.087396542, 209344.169330667, -5.0, 4.0
209345.003934458, 209345.102702, -5.0, 4.0
209345.17065525, 209345.269267792, -5.0, 4.0
209345.32062575, 209345.43597075, -5.0, 4.0
209345.4873125, 209345.585972542, -5.0, 4.0
209345.670706458, 209345.7373995, -5.0, 4.0
209346.08741925, 209346.137207583, -5.0, 4.0
209346.254131833, 209346.319669167, -5.0, 4.0
209346.770890167, 209347.570757333, 28.0, 4.0
209348.120890917, 209348.187446792, 100.0, 1.0
209348.104083083, 209348.402908458, -5.0, 4.0
209348.587529125, 209348.704207583, 100.0, 1.0
209348.587529125, 209348.902919042, -5.0, 4.0
209349.304103417, 209350.121046625, 19.0075016021729, 4.0
209350.371051917, 209350.97112575, 7.45749950408936, 4.0
209351.271121375, 209351.804438458, 4.15750026702881, 4.0
209352.571095917, 209352.653196667, -5.0, 4.0
209352.721159875, 209352.804512042, -5.0, 4.0
209352.871121542, 209352.969769417, -5.0, 4.0
209353.02108775, 209353.119952792, -5.0, 4.0
209353.171143375, 209353.254566125, -5.0, 4.0
209353.387897625, 209353.436767292, -5.0, 4.0
