find a nearby parking spot, 124, char, 1
229908.545280292, 229908.660690375, -0.957499980926514, 4.0, he underwent triple bypass
user friendly interface, 93, char, 6
229913.277663167, 229914.461071333, 19.0075016021729, 4.0, s
229913.277663167, 229914.461071333, 19.0075016021729, 4.0, t
229915.262410458, 229915.34446825, -5.0, 4.0, r
229915.579071417, 229915.694659125, -0.957499980926514, 4.0, u
229916.362396417, 229918.794566792, 16.4499988555908, 4.0, uq
229916.362396417, 229918.794566792, 16.4499988555908, 4.0, up
229919.27944925, 229919.378057833, -5.0, 4.0, ur
229919.446247542, 229919.528196625, -5.0, 4.0, uo
229919.59618675, 229919.661513708, -5.0, 4.0, us
229920.312874875, 229920.696219708, 3.25, 4.0, usa
229920.312874875, 229920.696219708, 3.25, 4.0, usc
229921.212858042, 229921.328149125, -5.0, 4.0, us
229921.396260792, 229921.479756625, -5.0, 4.0, usb
229921.579327375, 229921.64479925, -5.0, 4.0, usd
229921.762954875, 229921.811629208, -5.0, 4.0, use
229922.429338083, 229923.761621542, 18.1000003814697, 4.0, user
229924.729782708, 229925.046439917, 1.02250003814697, 4.0, usera
229924.729782708, 229925.046439917, 1.02250003814697, 4.0, userb
229926.013090167, 229926.163219875, 1.51750040054321, 4.0, user
229927.029756375, 229927.64658125, 4.15750026702881, 4.0, user a
229927.029756375, 229927.64658125, 4.15750026702881, 4.0, user i
229928.263182625, 229928.378688625, -5.0, 4.0, user
229928.46343475, 229928.528654833, -5.0, 4.0, user c
229928.596762292, 229928.711979667, -5.0, 4.0, user d
229928.763110833, 229928.845607708, -5.0, 4.0, user b
229928.896718, 229929.061865333, -5.0, 4.0, user e
229929.196793542, 229929.262069875, -5.0, 4.0, user f
229930.49675175, 229932.1968575, 18.1000003814697, 4.0, user fr
229933.080383333, 229933.829098792, 8.03500080108643, 4.0, user fri
229935.280408292, 229935.780518667, 3.08500003814697, 4.0, user fria
229935.280408292, 229935.780518667, 3.08500003814697, 4.0, user frib
229936.3803885, 229936.47915575, -5.0, 4.0, user fri
229936.564024125, 229936.629173, -5.0, 4.0, user fric
229936.71396125, 229936.763843042, -5.0, 4.0, user frid
229936.880168833, 229936.962365542, -5.0, 4.0, user frie
229937.663877, 229938.446000125, 14.0574989318848, 4.0, user friei
229937.663877, 229938.446000125, 14.0574989318848, 4.0, user frien
229939.447395542, 229939.914088875, 3.08500003814697, 4.0, user friena
229939.447395542, 229939.914088875, 3.08500003814697, 4.0, user frienb
229940.497316083, 229940.580671083, -5.0, 4.0, user frien
229940.664123667, 229940.780661458, -5.0, 4.0, user frienc
229940.847584792, 229940.914276208, -5.0, 4.0, user friend
229941.664094042, 229943.529682125, 10.2624998092651, 4.0, user friendi
229941.664094042, 229943.529682125, 10.2624998092651, 4.0, user friendj
229943.980963208, 229944.062972708, -5.0, 4.0, user friendk
229944.147813167, 229944.231095083, -5.0, 4.0, user friendh
229944.31436275, 229944.381263375, -5.0, 4.0, user friendl
229945.081108958, 229946.181219375, 21.1525001525879, 4.0, user friendlv
229945.081108958, 229946.181219375, 21.1525001525879, 4.0, user friendlu
229946.797761792, 229946.881068667, -5.0, 4.0, user friendlw
229946.964769292, 229947.046556375, -5.0, 4.0, user friendlt
229947.097831583, 229947.279979625, -5.0, 4.0, user friendlx
229947.714517125, 229947.763302708, -5.0, 4.0, user friendls
229947.931488583, 229948.013289917, -5.0, 4.0, user friendly
229949.064757208, 229949.264722833, 0.0325002670288086, 4.0, user friendlya
229949.064757208, 229949.264722833, 0.0325002670288086, 4.0, user friendlyb
229949.648040042, 229949.73003725, -5.0, 4.0, user friendly
229950.298277333, 229950.763423458, 10.0975008010864, 4.0, user friendly i
229951.514882958, 229952.463556167, 13.3150005340576, 4.0, user friendly ii
229951.514882958, 229952.463556167, 13.3150005340576, 4.0, user friendly im
229953.031495333, 229953.113579708, -5.0, 4.0, user friendly in
229953.848386042, 229956.165089125, 17.0275001525879, 4.0, user friendly inq
229953.848386042, 229956.165089125, 17.0275001525879, 4.0, user friendly inr
229956.715073375, 229956.780508083, -5.0, 4.0, user friendly inp
229957.031758208, 229957.115060792, -5.0, 4.0, user friendly ins
229957.199061458, 229957.281811417, -5.0, 4.0, user friendly ino
229957.381812333, 229957.481828375, -5.0, 4.0, user friendly int
229958.165258375, 229959.031973917, 5.14750003814697, 4.0, user friendly inta
229958.165258375, 229959.031973917, 5.14750003814697, 4.0, user friendly inti
229959.731942542, 229959.814032083, -5.0, 4.0, user friendly int
229959.898875333, 229959.965384833, -5.0, 4.0, user friendly inte
229961.315494708, 229962.565475833, 15.0475006103516, 4.0, user friendly inteo
229961.315494708, 229962.565475833, 15.0475006103516, 4.0, user friendly intep
229963.082144042, 229963.180904167, -5.0, 4.0, user friendly inten
229963.24904325, 229963.330994292, -5.0, 4.0, user friendly inteq
229963.399078208, 229963.499006292, -5.0, 4.0, user friendly intem
229963.582277583, 229963.647664958, -5.0, 4.0, user friendly inter
229964.432260208, 229964.864476375, 8.03500080108643, 4.0, user friendly interi
229964.432260208, 229964.864476375, 8.03500080108643, 4.0, user friendly interh
229965.565649042, 229965.647798042, -5.0, 4.0, user friendly interg
229965.732366583, 229965.799127708, -5.0, 4.0, user friendly interf
229966.399178042, 229966.582654625, 1.1875, 4.0, user friendly interfa
229967.599268333, 229967.832548583, 2.01250028610229, 4.0, user friendly interfaa
229967.599268333, 229967.832548583, 2.01250028610229, 4.0, user friendly interfab
229968.499302083, 229968.549358792, -5.0, 4.0, user friendly interfa
229968.716374875, 229968.765827, -5.0, 4.0, user friendly interfac
229969.615998542, 229969.948240167, 4.07499980926514, 4.0, user friendly interfaca
229969.615998542, 229969.948240167, 4.07499980926514, 4.0, user friendly interfaci
229970.749496167, 229970.816032042, -5.0, 4.0, user friendly interfac
229970.916278, 229970.999787417, -5.0, 4.0, user friendly interfacc
229971.216077, 229971.299330125, -5.0, 4.0, user friendly interfacd
229971.399447542, 229971.449395417, -5.0, 4.0, user friendly interfacb
229971.5995895, 229971.682762292, -5.0, 4.0, user friendly interface
breathing is difficult, 94, char, 7
229974.316382958, 229976.366411875, 3.82750034332275, 4.0, a
229974.316382958, 229976.366411875, 3.82750034332275, 4.0, c
229976.9497305, 229977.048494875, -5.0, 4.0, 
229977.133504875, 229977.199882875, -5.0, 4.0, d
229977.283274542, 229977.399777583, -5.0, 4.0, b
229978.29993625, 229979.715592708, 14.0574989318848, 4.0, bi
229978.29993625, 229979.715592708, 14.0574989318848, 4.0, bn
229980.94883575, 229981.032043083, -5.0, 4.0, bo
229981.116835542, 229981.198951625, -5.0, 4.0, bm
229981.266970458, 229981.365498458, -5.0, 4.0, bp
229981.433578125, 229981.516781333, -5.0, 4.0, bl
229981.600306458, 229981.650791958, -5.0, 4.0, bk
229981.933369958, 229982.016707417, -5.0, 4.0, bq
229982.350249375, 229982.432177292, -5.0, 4.0, bj
229982.550452, 229982.615665625, -5.0, 4.0, br
229983.300265667, 229983.967005542, 4.15750026702881, 4.0, bra
229983.300265667, 229983.967005542, 4.15750026702881, 4.0, bri
229984.633627417, 229984.683620417, -5.0, 4.0, br
229984.783727417, 229984.833747833, -5.0, 4.0, brc
229984.967167083, 229985.065728708, -5.0, 4.0, brd
229985.133701833, 229985.199242667, -5.0, 4.0, brb
229985.266974667, 229985.333643333, -5.0, 4.0, bre
229986.183765125, 229986.400483333, 1.02250003814697, 4.0, brea
229987.267229292, 229988.934303417, 20.0799999237061, 4.0, breau
229987.267229292, 229988.934303417, 20.0799999237061, 4.0, breat
229990.1007265, 229990.634381625, 7.21000003814697, 4.0, breati
229990.1007265, 229990.634381625, 7.21000003814697, 4.0, breatg
229991.167414208, 229991.234051375, -5.0, 4.0, breat
229991.334067, 229991.399433792, -5.0, 4.0, breatf
229991.484330167, 229991.532884792, -5.0, 4.0, breath
229992.184185958, 229993.049545875, 7.21000003814697, 4.0, breathi
229992.184185958, 229993.049545875, 7.21000003814697, 4.0, breathg
229994.601396292, 229994.767626125, -0.875, 4.0, breathga
229995.534545792, 229995.650997125, 100.0, 1.0, breathg
229995.534545792, 229995.984468458, 100.0, 1.0, breath
229996.584416375, 229997.23446225, 6.22000026702881, 4.0, breathi
229998.05124575, 229999.34991575, 12.9025001525879, 4.0, breathii
229998.05124575, 229999.34991575, 12.9025001525879, 4.0, breathim
229999.917967292, 230000.001184833, -5.0, 4.0, breathil
230000.101258708, 230000.151558458, -5.0, 4.0, breathin
230000.884727833, 230001.3847615, 9.19000053405762, 4.0, breathini
230000.884727833, 230001.3847615, 9.19000053405762, 4.0, breathinh
230001.968131667, 230002.034690375, -5.0, 4.0, breathinj
230002.11819275, 230002.200209917, -5.0, 4.0, breathing
230003.351585542, 230003.985081708, -0.957499980926514, 4.0, breathinga
230003.351585542, 230003.985081708, -0.957499980926514, 4.0, breathingb
230004.368143, 230004.467451042, -5.0, 4.0, breathing
230005.018472208, 230005.583719708, 8.28250026702881, 4.0, breathing i
230006.318451333, 230007.901776042, 17.0275001525879, 4.0, breathing iq
230006.318451333, 230007.901776042, 17.0275001525879, 4.0, breathing ir
230008.501784042, 230008.617245167, -5.0, 4.0, breathing ip
230008.68519325, 230008.768777542, -5.0, 4.0, breathing is
230009.585610833, 230009.818778625, 0.115000247955322, 4.0, breathing isa
230010.602078, 230013.102242125, 15.1300010681152, 4.0, breathing isao
230013.869051292, 230014.035422833, 100.0, 1.0, breathing isa
230013.869051292, 230014.385661333, 100.0, 1.0, breathing is
230015.085536167, 230015.317774042, -0.792500019073486, 4.0, breathing isa
230015.085536167, 230015.317774042, -0.792500019073486, 4.0, breathing isb
230015.685562167, 230015.7523095, -5.0, 4.0, breathing is
230016.419077083, 230017.252552125, 5.06500053405762, 4.0, breathing is a
230016.419077083, 230017.252552125, 5.06500053405762, 4.0, breathing is i
230017.885872917, 230017.984541, -5.0, 4.0, breathing is
230018.052815292, 230018.134519125, -5.0, 4.0, breathing is d
230018.869249625, 230019.269379083, 8.19999980926514, 4.0, breathing is di
230019.985813917, 230020.70272575, 5.14750003814697, 4.0, breathing is dia
230019.985813917, 230020.70272575, 5.14750003814697, 4.0, breathing is dii
230021.435967583, 230021.502720625, -5.0, 4.0, breathing is di
230021.602879042, 230021.684822708, -5.0, 4.0, breathing is die
230021.752951208, 230021.818100167, -5.0, 4.0, breathing is did
230021.869641333, 230022.019040667, -5.0, 4.0, breathing is dif
230022.7358705, 230023.35264275, 5.14750003814697, 4.0, breathing is difa
230022.7358705, 230023.35264275, 5.14750003814697, 4.0, breathing is difi
230023.869551208, 230023.951617333, -5.0, 4.0, breathing is dif
230024.036327833, 230024.118311667, -5.0, 4.0, breathing is dife
230024.185980125, 230024.301281042, -5.0, 4.0, breathing is difd
230024.586372083, 230024.669557667, -5.0, 4.0, breathing is diff
230025.236117875, 230025.835031667, 8.36499977111816, 4.0, breathing is diffi
230026.486419375, 230027.736565, 3.00250053405762, 4.0, breathing is diffia
230026.486419375, 230027.736565, 3.00250053405762, 4.0, breathing is diffib
230028.219797792, 230028.303069458, -5.0, 4.0, breathing is diffi
230028.403234042, 230028.453231, -5.0, 4.0, breathing is diffic
230029.303450417, 230030.668762, 21.4825000762939, 4.0, breathing is difficv
230029.303450417, 230030.668762, 21.4825000762939, 4.0, breathing is difficw
230031.203363125, 230031.270003542, -5.0, 4.0, breathing is difficu
230031.803619208, 230032.485675417, 13.3150005340576, 4.0, breathing is difficui
230031.803619208, 230032.485675417, 13.3150005340576, 4.0, breathing is difficum
230033.1534675, 230033.235513792, -5.0, 4.0, breathing is difficun
230033.336870958, 230033.418859625, -5.0, 4.0, breathing is difficul
230034.203590625, 230035.353703792, 17.0275001525879, 4.0, breathing is difficulq
230034.203590625, 230035.353703792, 17.0275001525879, 4.0, breathing is difficulr
230035.8703305, 230035.935776, -5.0, 4.0, breathing is difficulp
230036.037403375, 230036.085707625, -5.0, 4.0, breathing is difficuls
230036.370623333, 230036.469202917, -0.710000038146973, 4.0, breathing is difficulo
230036.570293917, 230036.669025375, -5.0, 4.0, breathing is difficult
very reluctant to enter, 99, char, 8
230039.037172375, 230040.602624375, 20.0799999237061, 4.0, u
230039.037172375, 230040.602624375, 20.0799999237061, 4.0, t
230041.137249375, 230041.219394917, -5.0, 4.0, v
230041.8207675, 230042.286090333, 7.29250049591064, 4.0, vi
230041.8207675, 230042.286090333, 7.29250049591064, 4.0, vg
230042.904091, 230042.986149, -5.0, 4.0, v
230043.087479375, 230043.13616025, -5.0, 4.0, vf
230043.237732375, 230043.25426275, -5.0, 4.0, vh
230043.320691167, 230043.369618833, -5.0, 4.0, ve
230044.204318917, 230045.603366292, 16.0375003814697, 4.0, vep
230044.204318917, 230045.603366292, 16.0375003814697, 4.0, veq
230046.253995375, 230046.336210792, -5.0, 4.0, veo
230046.4379915, 230046.486362625, -5.0, 4.0, ver
230047.2544495, 230049.186711083, 22.0599994659424, 4.0, verw
230047.2544495, 230049.186711083, 22.0599994659424, 4.0, verv
230049.7213095, 230049.786677792, -5.0, 4.0, verx
230049.871413708, 230049.954659083, -5.0, 4.0, veru
230050.0713715, 230050.138073708, -5.0, 4.0, very
230050.821456208, 230051.054647667, 2.01250028610229, 4.0, verya
230050.821456208, 230051.054647667, 2.01250028610229, 4.0, veryb
230052.170035208, 230052.2367945, -5.0, 4.0, very
230052.904895833, 230054.637085167, 19.4200000762939, 4.0, very t
230052.904895833, 230054.637085167, 19.4200000762939, 4.0, very s
230055.188184208, 230055.286982667, -5.0, 4.0, very u
230055.355070667, 230055.436969, -5.0, 4.0, very r
230056.121938625, 230056.43711225, 6.13749980926514, 4.0, very ri
230056.121938625, 230056.43711225, 6.13749980926514, 4.0, very ra
230057.038501667, 230057.120427667, -5.0, 4.0, very r
230057.188494, 230057.27188625, -5.0, 4.0, very rf
230057.504798125, 230057.586854333, -5.0, 4.0, very re
230058.171943, 230058.83830425, 10.3450002670288, 4.0, very rei
230058.171943, 230058.83830425, 10.3450002670288, 4.0, very rej
230059.421769042, 230059.503985208, -5.0, 4.0, very rek
230059.605270208, 230059.670579208, -5.0, 4.0, very rel
230060.188731208, 230061.0387055, 19.0075016021729, 4.0, very rels
230060.188731208, 230061.0387055, 19.0075016021729, 4.0, very relt
230061.555514208, 230061.637403458, -5.0, 4.0, very relr
230061.722122458, 230061.788990708, -5.0, 4.0, very relu
230062.522102083, 230063.122144333, 2.17750024795532, 4.0, very relua
230062.522102083, 230063.122144333, 2.17750024795532, 4.0, very relub
230063.705407208, 230063.804228875, -5.0, 4.0, very relu
230063.889193208, 230063.939106417, -5.0, 4.0, very reluc
230064.772258958, 230068.105767208, 21.2350006103516, 4.0, very relucv
230064.772258958, 230068.105767208, 21.2350006103516, 4.0, very relucu
230068.62241225, 230068.689139583, -5.0, 4.0, very relucw
230068.789250875, 230068.854653208, -5.0, 4.0, very reluct
230070.289400375, 230072.206132417, 9.02500057220459, 4.0, very relucti
230073.906195875, 230074.03938275, 100.0, 1.0, very reluct
230074.672814375, 230074.95619725, 3.00250053405762, 4.0, very relucta
230076.956481208, 230077.805010917, 16.2024993896484, 4.0, very reluctap
230076.956481208, 230077.805010917, 16.2024993896484, 4.0, very reluctaq
230078.456357667, 230078.571844875, -5.0, 4.0, very reluctao
230078.623194292, 230078.706537542, -5.0, 4.0, very reluctar
230078.823423875, 230078.888623708, -5.0, 4.0, very reluctan
230079.573367083, 230080.588691208, 20.0799999237061, 4.0, very reluctanu
230079.573367083, 230080.588691208, 20.0799999237061, 4.0, very reluctant
230081.790031792, 230082.423471333, 0.0325002670288086, 4.0, very reluctanta
230083.14017775, 230084.373561458, 9.51999950408936, 4.0, very reluctantai
230085.190378875, 230086.105822958, 17.9349994659424, 4.0, very reluctantair
230086.690407792, 230086.807384917, 100.0, 1.0, very reluctantai
230086.690407792, 230087.356957792, 100.0, 1.0, very reluctanta
230086.690407792, 230087.90707375, 100.0, 1.0, very reluctant
230088.92369175, 230089.1725315, -0.710000038146973, 4.0, very reluctanta
230088.92369175, 230089.1725315, -0.710000038146973, 4.0, very reluctantb
230089.607206625, 230089.672521375, -5.0, 4.0, very reluctant
230090.523865083, 230091.457308667, 19.2550010681152, 4.0, very reluctant t
230090.523865083, 230091.457308667, 19.2550010681152, 4.0, very reluctant s
230092.42405775, 230092.472723958, -5.0, 4.0, very reluctant t
230094.690914625, 230096.206365458, 12.2424983978271, 4.0, very reluctant ti
230094.690914625, 230096.206365458, 12.2424983978271, 4.0, very reluctant tl
230096.910154708, 230096.973017625, -5.0, 4.0, very reluctant tm
230097.0412315, 230097.123090167, -5.0, 4.0, very reluctant tk
230097.19102925, 230097.306417083, -5.0, 4.0, very reluctant tn
230097.37448775, 230097.457653208, -5.0, 4.0, very reluctant tj
230097.574458042, 230097.656334667, -5.0, 4.0, very reluctant to
230097.74107725, 230097.807643917, -5.0, 4.0, very reluctant th
230097.990992458, 230098.074465208, -0.792500019073486, 4.0, very reluctant to
230098.857760792, 230099.223280667, -5.0, 4.0, very reluctant tj
230100.223180083, 230100.756620958, -5.0, 4.0, very reluctant to
230102.491645, 230103.307932375, 0.115000247955322, 4.0, very reluctant toa
230102.491645, 230103.307932375, 0.115000247955322, 4.0, very reluctant tob
230103.824718, 230103.923484333, -5.0, 4.0, very reluctant to
230104.458245833, 230104.841591917, 2.01250028610229, 4.0, very reluctant to a
230104.458245833, 230104.841591917, 2.01250028610229, 4.0, very reluctant to b
230105.5082495, 230105.606927625, -5.0, 4.0, very reluctant to
230105.675082333, 230105.756934958, -5.0, 4.0, very reluctant to c
230105.842032667, 230105.90836775, -5.0, 4.0, very reluctant to d
230105.991674292, 230106.073597917, -5.0, 4.0, very reluctant to e
230106.758226125, 230109.158226708, 13.1499996185303, 4.0, very reluctant to ei
230106.758226125, 230109.158226708, 13.1499996185303, 4.0, very reluctant to em
230109.725202, 230109.807260625, -5.0, 4.0, very reluctant to en
230110.441977167, 230111.740826833, 20.2449989318848, 4.0, very reluctant to enu
230110.441977167, 230111.740826833, 20.2449989318848, 4.0, very reluctant to ent
230112.742155, 230113.558775583, 6.05500030517578, 4.0, very reluctant to enti
230112.742155, 230113.558775583, 6.05500030517578, 4.0, very reluctant to enta
230114.208721, 230114.307494583, -5.0, 4.0, very reluctant to ent
230114.39234, 230114.474338583, -5.0, 4.0, very reluctant to entf
230114.542520917, 230114.6423915, -5.0, 4.0, very reluctant to ente
230115.358904833, 230117.075436292, 18.0174999237061, 4.0, very reluctant to enter
never mix religion and politics, 73, word, 9
230179.796393292, 230180.29639975, 17.0275001525879, 4.0, q
230185.613451583, 230185.996857625, 5.47749996185303, 4.0, of
230186.296479125, 230186.99672525, 23.4624996185303, 4.0, new
230187.230073833, 230187.480220792, 5.06500053405762, 4.0, size
230187.713410792, 230188.129155667, 15.0475006103516, 4.0, never
230187.713410792, 230188.129155667, 15.0475006103516, 4.0, often
230191.312540542, 230191.362710583, -5.0, 4.0, texas
230191.964072292, 230191.995943875, -5.0, 4.0, often
230192.49719325, 230192.879426792, -5.0, 4.0, never
230193.314126958, 230193.662762, -5.0, 4.0, often
230194.762822292, 230194.862717792, -5.0, 4.0, texas
230195.347513083, 230195.596189583, -5.0, 4.0, river
230196.400081625, 230196.464198917, -5.0, 4.0, texas
230197.214159875, 230197.747482125, -5.0, 4.0, often
230198.214329125, 230198.5975855, -5.0, 4.0, never
230204.84816675, 230205.348192958, 17.5225009918213, 4.0, never r
230205.648204042, 230205.93154175, 9.27250003814697, 4.0, never of
230206.18120225, 230206.7969725, 24.2049999237061, 4.0, never new
230206.18120225, 230206.7969725, 24.2049999237061, 4.0, never sex
230207.996945875, 230208.114986875, -5.0, 4.0, never sky
230208.198412792, 230208.296972375, -5.0, 4.0, never shy
230208.381604417, 230208.498253708, -5.0, 4.0, never why
230208.748440208, 230208.865075208, -5.0, 4.0, never mix
230215.532223833, 230215.748844833, 6.05500030517578, 4.0, never mix i
230215.998475333, 230216.215581625, 8.11750030517578, 4.0, never mix he
230216.481921417, 230216.73223875, 10.1800003051758, 4.0, never mix him
230217.448878333, 230217.515279875, 100.0, 1.0, never mix he
230221.199074208, 230221.282732375, 100.0, 1.0, never mix
230263.050628708, 230263.185233167, 100.0, 1.0, never
230263.050628708, 230263.952053375, 100.0, 1.0, 
230314.787351542, 230316.072020125, 14.3874988555908, 4.0, i
230316.388625083, 230317.172117583, 5.39499950408936, 4.0, of
230317.672121292, 230318.955589792, 19.0075016021729, 4.0, new
230319.655772542, 230319.988838667, 10.0150003433228, 4.0, park
230320.839135167, 230322.472465375, 14.6350002288818, 4.0, often
230322.672214292, 230323.655839375, -1.94749999046326, 4.0, period
230323.722281917, 230323.855568458, -2.69000005722046, 4.0, retired
230324.955802875, 230325.07229675, 100.0, 1.0, 
230324.955802875, 230327.022811292, 13.1499996185303, 4.0, i
230327.339455083, 230327.70612825, 5.06500053405762, 4.0, of
230328.256048667, 230329.356302, 22.2250003814697, 4.0, new
230329.689644333, 230330.022999792, 6.22000026702881, 4.0, have
230330.356204625, 230331.20518375, 17.0275001525879, 4.0, never
230333.673212042, 230334.223293958, 12.0774993896484, 4.0, never i
230334.573191542, 230335.040100958, 8.11750030517578, 4.0, never of
230335.556783625, 230338.640317917, 23.1325016021729, 4.0, never new
230339.3235765, 230339.440245917, -2.1949999332428, 4.0, never lisa
230340.340317292, 230340.423503417, 100.0, 1.0, never
230341.70718475, 230342.890507833, 11.0050010681152, 4.0, never i
230343.123513583, 230343.673769292, 8.03500080108643, 4.0, never of
230343.956932292, 230344.507061625, 27.5875015258789, 4.0, never key
230343.956932292, 230344.507061625, 27.5875015258789, 4.0, never hey
230345.24054025, 230345.322689125, -5.0, 4.0, never new
230345.390746458, 230345.457367542, -5.0, 4.0, never mix
230346.690711917, 230347.990820083, 17.1100006103516, 4.0, never mix q
230348.173797167, 230349.5742515, 5.06500053405762, 4.0, never mix of
230349.907345417, 230350.924210125, 9.10750007629395, 4.0, never mix the
230351.190736083, 230351.591026083, 7.45749950408936, 4.0, never mix said
230351.890768167, 230352.207656667, 7.04500007629395, 4.0, never mix reich
230352.507817333, 230352.807697917, 11.0874996185303, 4.0, never mix relief
230353.141073333, 230354.124567333, 12.9025001525879, 4.0, never mix silicon
230354.407987208, 230354.758066958, 17.2749996185303, 4.0, never mix religion
230356.008272083, 230356.308123167, 1.02250003814697, 4.0, never mix religion a
230356.624759667, 230357.224735542, 16.0375003814697, 4.0, never mix religion as
230357.508140375, 230357.791478, 9.35500049591064, 4.0, never mix religion and
230358.808213333, 230360.374949458, 13.0675010681152, 4.0, never mix religion and i
230360.5580575, 230360.925106542, 17.1925010681152, 4.0, never mix religion and or
230361.458392042, 230361.89175625, 16.8625011444092, 4.0, never mix religion and not
230362.091469042, 230362.391612708, 9.19000053405762, 4.0, never mix religion and more
230362.941750792, 230363.508539792, 18.1824989318848, 4.0, never mix religion and looks
230363.724998, 230364.058535, 8.03500080108643, 4.0, never mix religion and losing
230364.308408167, 230364.625037125, 7.04500007629395, 4.0, never mix religion and produce
230365.125220208, 230366.125305792, 18.4299983978271, 4.0, never mix religion and politics
this person is a disaster, 47, word, 10
230370.142382458, 230371.042453083, 0.0325002670288086, 4.0, a
230371.142023417, 230371.52569175, 9.27250003814697, 4.0, be
230371.642073333, 230371.959043542, 8.69499969482422, 4.0, big
230372.242233083, 230373.7926095, 16.3674983978271, 4.0, been
230374.609147708, 230375.375775, 100.0, 1.0, big
230374.609147708, 230375.775703958, 100.0, 1.0, be
230374.609147708, 230376.159078083, 100.0, 1.0, a
230374.609147708, 230376.559180917, 100.0, 1.0, 
230374.609147708, 230377.793062625, 19.2550010681152, 4.0, t
230378.1763175, 230378.442834708, 7.45749950408936, 4.0, uh
230378.525889417, 230378.59256425, -0.957499980926514, 4.0, the
230378.775982333, 230378.992941125, 7.45749950408936, 4.0, read
230379.709538375, 230379.876075625, 100.0, 1.0, the
230379.709538375, 230380.193071708, 100.0, 1.0, uh
230379.709538375, 230380.876348917, 100.0, 1.0, t
230379.709538375, 230381.192934, 100.0, 1.0, 
230379.709538375, 230381.543131375, 27.3400001525879, 4.0, z
230382.276393583, 230382.343179042, 100.0, 1.0, 
230383.55984375, 230384.776529583, 25.1950016021729, 4.0, z
230385.276614917, 230386.210104, 6.22000026702881, 4.0, we
230386.410023083, 230386.926780625, 6.05500030517578, 4.0, the
230387.226670417, 230388.343492833, 18.0174999237061, 4.0, year
230387.226670417, 230388.343492833, 18.0174999237061, 4.0, what
230389.343424042, 230389.442211792, -5.0, 4.0, when
230389.5270745, 230389.608940583, -5.0, 4.0, that
230389.676913458, 230389.743593, -5.0, 4.0, this
230390.97692025, 230391.944207667, 14.0574989318848, 4.0, this i
230392.193444792, 230392.660474292, 5.3125, 4.0, this of
230393.110585, 230393.793856792, 22.0599994659424, 4.0, this new
230394.093984583, 230394.57724825, 19.0900001525879, 4.0, this news
230395.144015875, 230395.577332125, 15.4600009918213, 4.0, this metro
230395.860684708, 230396.127392708, 10.2624998092651, 4.0, this newton
230395.860684708, 230396.127392708, 10.2624998092651, 4.0, this person
230397.377521083, 230398.260964417, 11.2525005340576, 4.0, this person i
230398.660929667, 230399.761018708, 16.0375003814697, 4.0, this person in
230398.660929667, 230399.761018708, 16.0375003814697, 4.0, this person is
230400.977626333, 230401.460928958, 3.16750049591064, 4.0, this person is a
230402.327774083, 230403.694675708, 2.75500011444092, 4.0, this person is a a
230403.86086975, 230404.378043875, 11.0050010681152, 4.0, this person is a an
230404.761311167, 230405.878064208, 23.2150001525879, 4.0, this person is a any
230406.328002125, 230406.794721625, -0.957499980926514, 4.0, this person is a club
230407.111357083, 230408.494848458, 19.2550010681152, 4.0, this person is a clubs
230408.728127542, 230409.16154575, 23.7100009918213, 4.0, this person is a always
230409.61164475, 230410.094882333, 6.22000026702881, 4.0, this person is a bizarre
230410.478286042, 230411.96181425, 19.2550010681152, 4.0, this person is a disaster
230410.478286042, 230411.96181425, 19.2550010681152, 4.0, this person is a discover
230419.04416125, 230419.144229167, -5.0, 4.0, this person is a disaster
what a lovely red jacket, 26, word, 11
230424.41255925, 230427.562651208, 21.2350006103516, 4.0, v
230428.046150875, 230429.079440625, 9.27250003814697, 4.0, uh
230429.379327958, 230429.562843292, 3.08500003814697, 4.0, the
230429.912721125, 230430.729474792, 17.1925010681152, 4.0, that
230429.912721125, 230430.729474792, 17.1925010681152, 4.0, what
230431.996317667, 230432.296333, 0.0325002670288086, 4.0, what a
230433.029747, 230434.279898042, 10.1800003051758, 4.0, what a i
230434.546149792, 230434.929845792, 11.3350009918213, 4.0, what a in
230435.579776708, 230436.413321083, 24.0399990081787, 4.0, what a how
230436.69659475, 230437.113430583, 6.30249977111816, 4.0, what a live
230437.379959, 230438.446608375, 10.1800003051758, 4.0, what a given
230438.763444333, 230439.346867083, 25.1125011444092, 4.0, what a lively
230438.763444333, 230439.346867083, 25.1125011444092, 4.0, what a lovely
230440.580200083, 230441.997064083, 18.1000003814697, 4.0, what a lovely r
230442.297042958, 230442.613516625, 4.40499973297119, 4.0, what a lovely of
230442.880044167, 230443.130186083, 5.47749996185303, 4.0, what a lovely the
230442.880044167, 230443.130186083, 5.47749996185303, 4.0, what a lovely see
230443.963829167, 230444.080394167, -5.0, 4.0, what a lovely she
230444.130721417, 230444.230421292, -5.0, 4.0, what a lovely red
230445.047199667, 230445.546985542, 11.2525005340576, 4.0, what a lovely red i
230445.86366875, 230446.080598917, 4.07499980926514, 4.0, what a lovely red of
230446.48035325, 230446.71404625, 3.49749946594238, 4.0, what a lovely red had
230447.047275958, 230447.54737075, 10.5100002288818, 4.0, what a lovely red lack
230447.947360042, 230448.264199375, 5.06500053405762, 4.0, what a lovely red media
230448.547337667, 230449.462976708, 18.2649993896484, 4.0, what a lovely red ladies
230448.547337667, 230449.462976708, 18.2649993896484, 4.0, what a lovely red jacket
