do you prefer a window seat, 0, false, 1
do you prefer a window seat, 81, false, 1
296764.5472315, 296764.9806495, 22.3074989318848, 4.0
296765.880808958, 296766.197373458, 8.28250026702881, 4.0
296766.363690708, 296766.4973855, -0.627500057220459, 4.0
296766.780712125, 296767.162825083, 16.1199989318848, 4.0
296768.430871458, 296768.84790375, 19.0900001525879, 4.0
296769.080629417, 296769.330887167, 9.51999950408936, 4.0
296769.564327208, 296769.930956208, 19.2550010681152, 4.0
296770.147418208, 296770.330991875, 3.49749946594238, 4.0
296770.514141833, 296770.864485833, 15.1300010681152, 4.0
296771.731091375, 296771.830935667, -5.0, 4.0
296771.9146515, 296771.997738958, -5.0, 4.0
good jobs for those with education, 32, false, 23
296775.981318458, 296776.214534, 6.63249969482422, 4.0
296776.447758625, 296776.748074958, 13.4799995422363, 4.0
296776.88113975, 296777.231523625, 13.3150005340576, 4.0
296777.464453, 296777.73138725, 7.21000003814697, 4.0
296778.631617875, 296778.897968417, 10.0150003433228, 4.0
296779.064473042, 296779.398343458, 18.1000003814697, 4.0
296779.864929792, 296780.431625333, 4.07499980926514, 4.0
296780.714976208, 296781.063706375, 17.1100006103516, 4.0
296781.781646958, 296781.863544125, -5.0, 4.0
296782.86517375, 296783.148580333, 8.11750030517578, 4.0
296783.364885375, 296783.681863833, 12.5725002288818, 4.0
296783.831507458, 296784.148528417, 12.4074993133545, 4.0
296784.915154375, 296784.998506375, -5.0, 4.0
296785.065273708, 296785.165009583, -5.0, 4.0
296785.715362708, 296786.16525, 22.1424999237061, 4.0
296786.448485875, 296786.682022167, 8.11750030517578, 4.0
296786.831807625, 296787.448834458, 14.1399993896484, 4.0
296787.682100625, 296788.165529042, 20.6574993133545, 4.0
296788.398871625, 296788.598871917, 7.53999996185303, 4.0
296789.482209333, 296790.249009083, 21.2350006103516, 4.0
296790.465362125, 296790.8322875, 9.19000053405762, 4.0
296791.165814917, 296791.56591075, 18.4299983978271, 4.0
296791.882363917, 296792.132365208, 9.10750007629395, 4.0
296793.299218667, 296793.815883833, 3.00250053405762, 4.0
296794.098984375, 296794.315932167, 4.23999977111816, 4.0
296794.598966042, 296795.382759292, 20.0799999237061, 4.0
296795.615809542, 296795.782588333, 2.01250028610229, 4.0
296795.949095667, 296796.099365083, 2.25999975204468, 4.0
296796.249158833, 296796.915719375, 17.0275001525879, 4.0
296797.249117125, 296797.632403833, 8.44750022888184, 4.0
296797.73243675, 296798.016156542, 15.1300010681152, 4.0
296798.132660458, 296798.382798125, 16.7800006866455, 4.0
fish are jumping, 20, false, 24
296862.103576708, 296862.286968292, 5.23000049591064, 4.0
296862.469956375, 296862.670345958, 7.53999996185303, 4.0
296862.97018725, 296863.336919, 19.0900001525879, 4.0
296863.603795083, 296863.820391667, 9.35500049591064, 4.0
296864.72067675, 296865.020422208, 3.49749946594238, 4.0
296865.103635042, 296865.78724175, 19.2550010681152, 4.0
296866.0703155, 296866.23728775, 5.06500053405762, 4.0
296867.437486708, 296867.770692833, 12.2424983978271, 4.0
296868.053893208, 296868.420783167, 17.1100006103516, 4.0
296868.754106167, 296868.987212417, 9.60249996185303, 4.0
296869.287445417, 296869.570821708, 5.23000049591064, 4.0
296870.637557125, 296870.687372458, 100.0, 1.0
296870.637557125, 296871.587832125, 18.5949993133545, 4.0
296872.104255292, 296872.354403, 7.12750053405762, 4.0
296872.487433083, 296872.754377958, 12.4074993133545, 4.0
296873.237784083, 296873.554345708, 5.47749996185303, 4.0
296874.3711615, 296874.437766708, -5.0, 4.0
296874.521341, 296874.60458425, -5.0, 4.0
296874.754806625, 296874.871074875, -5.0, 4.0
296874.954494792, 296875.054426708, -5.0, 4.0
apartments are too expensive, 30, false, 25
296877.171386875, 296877.337997208, 0.115000247955322, 4.0
296877.6546755, 296877.988050625, 10.3450002670288, 4.0
296878.154596375, 296878.65458425, 100.0, 1.0
296878.154596375, 296879.738232292, 19.4200000762939, 4.0
296880.08820975, 296880.254873708, 3.66249942779541, 4.0
296880.404580208, 296880.8048605, 21.5650005340576, 4.0
296881.038203125, 296881.321537375, 18.5949993133545, 4.0
296881.671509667, 296882.004996042, 10.4274997711182, 4.0
296882.171575417, 296882.388344083, 5.47749996185303, 4.0
296882.5716715, 296883.021715583, 14.5524997711182, 4.0
296883.255010208, 296883.60512675, 20.4924983978271, 4.0
296883.821706208, 296884.122029792, 16.0375003814697, 4.0
296885.388471625, 296885.571813042, 2.75500011444092, 4.0
296885.704923208, 296886.188613875, 18.1000003814697, 4.0
296886.421650333, 296886.571913917, 3.33249950408936, 4.0
296887.538732333, 296887.971999792, 23.1325016021729, 4.0
296888.355295417, 296888.63879525, 13.6450004577637, 4.0
296888.771933958, 296888.972071667, 14.7175006866455, 4.0
296889.855459542, 296890.038839333, 5.55999946594238, 4.0
296890.322018958, 296890.872288625, 23.1325016021729, 4.0
296891.272257917, 296891.805741917, 16.1199989318848, 4.0
296892.00543925, 296892.188977083, 5.3125, 4.0
296892.355779583, 296892.80578975, 14.3874988555908, 4.0
296893.088995542, 296893.372449417, 15.5424995422363, 4.0
296893.62232375, 296893.972436542, 9.35500049591064, 4.0
296894.8223575, 296894.904450708, -5.0, 4.0
296894.989262542, 296895.055419667, -5.0, 4.0
296895.139156708, 296895.238013958, -5.0, 4.0
296895.405921583, 296895.504442792, -0.462500095367432, 4.0
296895.722530208, 296895.8044975, -5.0, 4.0
the chamber makes important decisions, 33, false, 26
296899.688156, 296900.372836333, 19.5025005340576, 4.0
296900.606195625, 296900.856182333, 7.375, 4.0
296901.022669708, 296901.222746333, 6.13749980926514, 4.0
296902.373017167, 296902.5396685, 3.16750049591064, 4.0
296902.739460708, 296904.239689417, 7.21000003814697, 4.0
296904.623075875, 296904.822938292, 2.17750024795532, 4.0
296905.006375042, 296905.372946167, 12.3249988555908, 4.0
296905.589794375, 296905.806580125, 3.33249950408936, 4.0
296906.473113875, 296906.706656625, 4.23999977111816, 4.0
296906.872977375, 296907.405578833, 16.2849998474121, 4.0
296908.956701083, 296909.27343925, 10.0150003433228, 4.0
296909.456418875, 296909.6064745, 1.1875, 4.0
296909.823169667, 296912.75693975, 10.7574996948242, 4.0
296913.057058583, 296913.257008875, 4.15750026702881, 4.0
296913.390054167, 296914.605717458, 17.4400005340576, 4.0
296915.790640917, 296916.373886583, 12.1599998474121, 4.0
296916.640342833, 296916.957288958, 11.1700000762939, 4.0
296917.223731083, 296917.807416708, 15.5424995422363, 4.0
296917.990415583, 296918.324033375, 11.3350009918213, 4.0
296918.440347292, 296918.857610042, 15.0475006103516, 4.0
296918.990568542, 296919.407157875, 13.0675010681152, 4.0
296919.824073125, 296919.990827417, 1.35249996185303, 4.0
296920.174111917, 296920.657484917, 14.1399993896484, 4.0
296920.757167917, 296921.040776583, 18.2649993896484, 4.0
296922.407545292, 296922.674342333, 5.23000049591064, 4.0
296922.923967292, 296923.157610625, 5.06500053405762, 4.0
296923.423968458, 296923.607454542, 4.07499980926514, 4.0
296923.874341042, 296924.17439025, 9.02500057220459, 4.0
296924.557757, 296925.207974417, 17.2749996185303, 4.0
296925.424535125, 296925.757835417, 7.53999996185303, 4.0
296926.091212542, 296926.691402625, 12.0774993896484, 4.0
296926.94127475, 296927.241301625, 15.3775005340576, 4.0
296927.724512458, 296929.256705792, 20.2449989318848, 4.0
the dog buried the bone, 51, false, 27
296932.958666333, 296933.658453125, 19.0075016021729, 4.0
296933.941685125, 296934.175026375, 5.39499950408936, 4.0
296934.374749167, 296934.624839, 7.29250049591064, 4.0
296936.025260333, 296936.258368667, 2.17750024795532, 4.0
296936.474953667, 296936.808528792, 15.5424995422363, 4.0
296937.008375417, 296937.158553292, 4.32250022888184, 4.0
296937.941944625, 296938.040684875, -5.0, 4.0
296938.108847375, 296938.207422792, -5.0, 4.0
296938.275382667, 296938.391915167, -5.0, 4.0
296938.441915958, 296938.55865975, -5.0, 4.0
296938.641990542, 296938.758756292, -5.0, 4.0
296938.8424575, 296938.9240365, -5.0, 4.0
296939.091971083, 296939.191901042, -5.0, 4.0
296939.34195575, 296939.440743667, -5.0, 4.0
296939.559056375, 296939.624194458, -5.0, 4.0
296939.708981542, 296939.792022667, -5.0, 4.0
296939.87534675, 296939.97540325, -5.0, 4.0
296940.077900833, 296940.15873425, -5.0, 4.0
296940.292415958, 296940.392059792, -5.0, 4.0
296940.508753625, 296940.592105833, -5.0, 4.0
296940.67571075, 296940.774235833, -5.0, 4.0
296940.858743958, 296940.958746333, -5.0, 4.0
296941.041990917, 296941.157504167, -5.0, 4.0
296941.825375542, 296942.175391292, -5.0, 4.0
296942.475641917, 296942.8576045, -5.0, 4.0
296944.142444292, 296944.29243275, 1.02250003814697, 4.0
296944.575403, 296945.292698542, 21.3999996185303, 4.0
296945.559158875, 296946.542951042, 17.0275001525879, 4.0
296946.759129917, 296947.076074125, 8.36499977111816, 4.0
296947.275872042, 296947.49271025, 5.3125, 4.0
296947.625920667, 296947.809343208, 8.11750030517578, 4.0
296948.792688042, 296949.459464833, 19.2550010681152, 4.0
296949.726080167, 296949.992780708, 6.22000026702881, 4.0
296950.175977167, 296950.359230458, 6.13749980926514, 4.0
296951.442881458, 296951.759686208, 4.23999977111816, 4.0
296952.142918958, 296952.509706667, 19.4200000762939, 4.0
296952.659361708, 296952.992947625, 12.3249988555908, 4.0
296953.209414083, 296953.426525167, 5.14750003814697, 4.0
296954.626689458, 296954.676342625, 100.0, 1.0
296955.393111667, 296955.743190792, 4.07499980926514, 4.0
296956.143171417, 296956.659933708, 14.1399993896484, 4.0
296956.826406833, 296957.27688025, 13.3150005340576, 4.0
296957.509629833, 296957.759967042, 5.3125, 4.0
296958.643307625, 296958.726629875, -5.0, 4.0
296958.810267208, 296958.908668042, -5.0, 4.0
296958.993530708, 296959.108686708, -5.0, 4.0
296959.176697208, 296959.29338, -5.0, 4.0
296959.360004958, 296959.475381458, -5.0, 4.0
296959.693543542, 296959.80867175, -5.0, 4.0
296960.35985325, 296960.47637525, -5.0, 4.0
296960.576723042, 296960.642101917, -5.0, 4.0
did you see that spectacular explosion, 44, false, 28
296964.760476833, 296964.943888, 2.42499971389771, 4.0
296965.143705833, 296965.393778417, 12.3249988555908, 4.0
296965.643909542, 296965.860595792, 6.63249969482422, 4.0
296966.610397292, 296966.6937645, -5.0, 4.0
296967.010527875, 296967.89376725, 25.0300006866455, 4.0
296968.143685167, 296968.47723025, 14.3874988555908, 4.0
296968.610716333, 296968.942817708, 20.1625003814697, 4.0
296970.127401625, 296970.577511458, 21.1525001525879, 4.0
296970.94414425, 296971.1774, 6.22000026702881, 4.0
296971.327359667, 296971.544174167, 5.06500053405762, 4.0
296972.144242417, 296972.244175458, -5.0, 4.0
296972.661090083, 296973.194356417, 19.0900001525879, 4.0
296973.494019167, 296973.777666333, 8.28250026702881, 4.0
296973.910757667, 296974.077762125, 3.16750049591064, 4.0
296974.327678958, 296974.811099417, 19.2550010681152, 4.0
296976.911167292, 296977.377886458, 20.3274993896484, 4.0
296977.794537, 296978.744695542, 15.1300010681152, 4.0
296978.9110385, 296979.127948917, 5.47749996185303, 4.0
296979.378002375, 296979.644436958, 5.3125, 4.0
296979.911141917, 296980.394821125, 19.0900001525879, 4.0
296980.578069458, 296980.694829625, 1.10500001907349, 4.0
296980.911401208, 296981.127813875, 3.25, 4.0
296981.244551292, 296981.894883625, 18.1824989318848, 4.0
296982.194829917, 296982.544981042, 12.3249988555908, 4.0
296983.261540125, 296983.343623292, -5.0, 4.0
296984.378976833, 296984.694654917, 5.06500053405762, 4.0
296985.3113995, 296987.945089, 24.3699989318848, 4.0
296988.345151583, 296988.812036292, 14.2224998474121, 4.0
296988.97856025, 296989.312167417, 11.0874996185303, 4.0
296989.42847775, 296989.711805583, 10.2624998092651, 4.0
296989.878518542, 296990.312018833, 16.0375003814697, 4.0
296990.461912208, 296990.76203225, 13.5625, 4.0
296991.095414042, 296991.678782583, 13.3150005340576, 4.0
296991.978842208, 296992.145310833, -0.875, 4.0
296993.529105125, 296993.578839583, 100.0, 1.0
296994.612333625, 296994.912471333, 3.16750049591064, 4.0
296995.329053708, 296995.979154292, 23.4624996185303, 4.0
296996.345931542, 296996.946016542, 14.3874988555908, 4.0
296997.112509083, 296997.346207917, 8.03500080108643, 4.0
296997.5125725, 296997.846015292, 14.6350002288818, 4.0
296998.11255, 296998.679272833, 17.4400005340576, 4.0
296998.896106833, 296999.212657708, 14.0574989318848, 4.0
296999.495988042, 296999.845976792, 15.5424995422363, 4.0
296999.996093208, 297000.311345417, 14.4699993133545, 4.0
all work and no play, 20, false, 29
297002.796356042, 297002.946548875, 1.02250003814697, 4.0
297003.112640958, 297003.39637275, 9.02500057220459, 4.0
297003.529258583, 297003.762913542, 13.8099994659424, 4.0
297005.513110208, 297006.013109458, 25.1950016021729, 4.0
297006.246197, 297006.579484375, 13.0675010681152, 4.0
297006.696267458, 297006.979827417, 17.0275001525879, 4.0
297007.346560625, 297007.646623208, 9.19000053405762, 4.0
297008.313142333, 297008.41192025, -5.0, 4.0
297008.547023083, 297008.645405083, -5.0, 4.0
297009.1468255, 297009.346932833, 2.09500026702881, 4.0
297009.512978333, 297010.180006708, 16.3674983978271, 4.0
297010.630041917, 297010.830065417, 1.10500001907349, 4.0
297011.930135542, 297012.346804625, 14.0574989318848, 4.0
297012.513151083, 297012.746835083, 12.4074993133545, 4.0
297013.346836458, 297013.646890542, 11.0050010681152, 4.0
297013.829901458, 297014.2636875, 12.1599998474121, 4.0
297014.513476042, 297014.663664417, 1.26999998092651, 4.0
297014.796670542, 297015.280294958, 22.1424999237061, 4.0
297016.096997083, 297016.180376417, -5.0, 4.0
297016.26395025, 297016.347007708, -5.0, 4.0
people blow their horn a lot, 37, false, 30
297021.147604708, 297021.564139542, 13.1499996185303, 4.0
297021.830890292, 297022.047466125, 5.06500053405762, 4.0
297022.18047275, 297022.497563292, 15.2124996185303, 4.0
297022.680504125, 297023.014133917, 19.1725006103516, 4.0
297023.330959333, 297024.014342917, 14.3049983978271, 4.0
297024.231038542, 297024.414318208, 4.56999969482422, 4.0
297025.731125167, 297026.597810083, 3.00250053405762, 4.0
297026.931202833, 297027.21455325, 10.5924997329712, 4.0
297027.347461917, 297027.647855708, 17.1925010681152, 4.0
297027.847605375, 297028.231272583, 22.3899993896484, 4.0
297028.981200292, 297029.064478083, -5.0, 4.0
297029.481510375, 297030.031400917, 18.0174999237061, 4.0
297030.2811065, 297030.564682083, 9.10750007629395, 4.0
297030.764388292, 297031.16484325, 7.12750053405762, 4.0
297031.464736417, 297032.098130875, 9.02500057220459, 4.0
297032.298911042, 297033.963776167, 15.5424995422363, 4.0
297035.59850675, 297036.348448333, 8.03500080108643, 4.0
297036.682008458, 297037.048524833, 12.2424983978271, 4.0
297037.231538375, 297037.565203708, 19.0075016021729, 4.0
297038.048576917, 297038.865223125, 11.3350009918213, 4.0
297040.097375042, 297040.214067333, -5.0, 4.0
297040.298796, 297040.397382333, -5.0, 4.0
297040.482307542, 297040.597405958, -5.0, 4.0
297040.665317417, 297040.781992167, -5.0, 4.0
297040.848724292, 297040.965394167, -5.0, 4.0
297041.048750083, 297041.147575875, -5.0, 4.0
297041.232152833, 297041.332028, -5.0, 4.0
297041.432159, 297041.532036042, -5.0, 4.0
297041.651166375, 297041.715428417, -5.0, 4.0
297041.981889292, 297042.114257917, -5.0, 4.0
297042.398706667, 297042.498713042, -5.0, 4.0
297043.082326, 297043.230984542, 1.51750040054321, 4.0
297043.86562675, 297044.315841583, 11.1700000762939, 4.0
297044.515357333, 297044.83230775, 14.4699993133545, 4.0
297045.031931917, 297045.297536458, 21.3999996185303, 4.0
297046.082330125, 297046.182584083, -5.0, 4.0
297046.249037833, 297046.347795875, -5.0, 4.0
the treasury department is broke, 37, false, 31
297064.500422, 297065.133704583, 22.1424999237061, 4.0
297065.366970208, 297065.71707275, 11.4174995422363, 4.0
297065.85016875, 297066.050416083, 10.5924997329712, 4.0
297067.100433708, 297067.817255208, 20.0799999237061, 4.0
297068.150442292, 297068.71739, 18.1000003814697, 4.0
297068.883540833, 297069.10057225, 4.65249919891357, 4.0
297069.283709958, 297069.450573417, 2.42499971389771, 4.0
297069.68390875, 297070.183968875, 17.0275001525879, 4.0
297070.2836355, 297070.633903333, 18.7600002288818, 4.0
297070.8506605, 297072.88413425, 17.1925010681152, 4.0
297073.150727125, 297073.634046125, 100.0, 1.0
297073.150727125, 297074.984260792, 23.2975006103516, 4.0
297075.450935417, 297075.717605042, 100.0, 1.0
297075.450935417, 297076.684371208, 18.2649993896484, 4.0
297076.817746917, 297077.149770167, 26.1849994659424, 4.0
297078.20117425, 297078.384897667, 4.73499965667725, 4.0
297078.500827958, 297078.73441475, 8.03500080108643, 4.0
297078.950941458, 297079.418132875, 20.0799999237061, 4.0
297079.68458725, 297079.851279875, 2.50750017166138, 4.0
297080.001069792, 297080.33475975, 12.4074993133545, 4.0
297080.401020583, 297081.018024542, 15.0475006103516, 4.0
297081.517957875, 297081.818107333, 15.1300010681152, 4.0
297082.051344792, 297082.251900167, 6.30249977111816, 4.0
297082.401282917, 297083.968235083, 14.0574989318848, 4.0
297084.184982667, 297084.484875042, 13.1499996185303, 4.0
297085.635067583, 297085.868414042, 10.4274997711182, 4.0
297086.134873, 297086.46854, 17.1100006103516, 4.0
297087.801805208, 297087.985143958, 3.49749946594238, 4.0
297088.118186583, 297088.685153875, 17.2749996185303, 4.0
297088.918320292, 297089.201964583, 11.4174995422363, 4.0
297089.701954083, 297092.185477917, 12.1599998474121, 4.0
297092.468906958, 297092.635139, 5.39499950408936, 4.0
297093.518725708, 297093.61753275, -5.0, 4.0
297093.702163458, 297093.785470042, -5.0, 4.0
297093.88566425, 297093.967562958, -5.0, 4.0
297094.03545325, 297094.134339125, -5.0, 4.0
297094.285538375, 297094.385707542, -5.0, 4.0
parking tickets can be challenged, 31, false, 32
297098.369259542, 297098.769257042, 15.2124996185303, 4.0
297098.98571475, 297099.102493667, 1.02250003814697, 4.0
297099.26893175, 297099.685908792, 15.2124996185303, 4.0
297100.069250333, 297100.352599333, 9.35500049591064, 4.0
297100.519049042, 297100.73583375, 8.19999980926514, 4.0
297100.902340542, 297101.269413125, 13.4799995422363, 4.0
297101.552298542, 297102.701502, 8.28250026702881, 4.0
297104.186543292, 297104.686700583, 20.1625003814697, 4.0
297104.886087333, 297105.13635075, 8.28250026702881, 4.0
297105.369662833, 297105.58641075, 4.15750026702881, 4.0
297106.002966792, 297107.669784042, 10.0150003433228, 4.0
297107.986475417, 297108.20311375, 6.38500022888184, 4.0
297108.36958925, 297108.836656, 21.6475009918213, 4.0
297108.969637583, 297109.303315833, 15.2950000762939, 4.0
297110.220054583, 297110.419969458, 2.42499971389771, 4.0
297110.502991542, 297110.736391917, 2.34249973297119, 4.0
297110.869720792, 297111.320048125, 13.4799995422363, 4.0
297112.2366665, 297112.436724083, 5.3125, 4.0
297112.569692958, 297112.7363995, 3.25, 4.0
297114.470049625, 297114.636764458, 3.25, 4.0
297114.986869958, 297115.320223917, 10.3450002670288, 4.0
297115.569971375, 297115.703454792, 1.51750040054321, 4.0
297115.953720625, 297116.25369175, 9.4375, 4.0
297116.436871167, 297116.720518875, 8.11750030517578, 4.0
297117.053730083, 297117.253780292, 5.39499950408936, 4.0
297117.470362875, 297117.920446875, 12.4899997711182, 4.0
297118.320402625, 297118.770475625, 7.04500007629395, 4.0
297118.93704725, 297119.153916292, 5.06500053405762, 4.0
297119.870503333, 297119.952640125, -5.0, 4.0
297120.053906, 297120.120578667, -5.0, 4.0
297120.203997125, 297120.287481042, -5.0, 4.0
we accept personal checks, 25, false, 33
297124.004109125, 297124.504164292, 23.2975006103516, 4.0
297124.72105525, 297124.920875875, 6.22000026702881, 4.0
297125.804487792, 297126.004351208, 3.08500003814697, 4.0
297126.170580917, 297126.337636583, 2.42499971389771, 4.0
297126.621033875, 297126.787483792, 4.23999977111816, 4.0
297126.954213167, 297127.637766875, 9.02500057220459, 4.0
297128.354463833, 297129.7046185, 16.1199989318848, 4.0
297129.921173708, 297130.237842458, 17.0275001525879, 4.0
297131.037985917, 297131.153365208, -5.0, 4.0
297132.338388542, 297132.754741375, 13.3975009918213, 4.0
297132.937886375, 297133.138143833, 4.48750019073486, 4.0
297133.337808708, 297133.671296583, 16.0375003814697, 4.0
297133.887864167, 297134.188190875, 17.0275001525879, 4.0
297134.554819208, 297135.088370208, 14.2224998474121, 4.0
297135.237970375, 297135.555234958, 9.27250003814697, 4.0
297135.638001958, 297137.505032917, 3.00250053405762, 4.0
297137.938354167, 297138.270653125, 16.1199989318848, 4.0
297139.088476, 297139.170690167, -5.0, 4.0
297139.871856125, 297140.105249375, 2.01250028610229, 4.0
297140.355012458, 297140.638625542, 7.12750053405762, 4.0
297140.805096417, 297140.971964917, 2.6725001335144, 4.0
297141.338567417, 297141.621752125, 4.23999977111816, 4.0
297141.855372042, 297143.305485042, 8.03500080108643, 4.0
297143.588917083, 297143.938736833, 17.1925010681152, 4.0
297144.622246375, 297144.704211292, -5.0, 4.0
toss the ball around, 26, false, 34
297148.6059075, 297149.205870333, 18.0174999237061, 4.0
297149.639228, 297150.2225365, 14.3874988555908, 4.0
297150.539087542, 297151.22264125, 19.0075016021729, 4.0
297151.455648833, 297151.822447458, 19.0900001525879, 4.0
297152.522758958, 297152.605986792, -5.0, 4.0
297152.7228445, 297152.789241167, -5.0, 4.0
297152.872813125, 297152.972760542, -5.0, 4.0
297153.039549708, 297153.154774333, -5.0, 4.0
297153.239466625, 297153.354825, -5.0, 4.0
297153.472939958, 297153.539386917, -5.0, 4.0
297153.85604375, 297153.95574525, -5.0, 4.0
297154.606134208, 297155.289527917, 21.3175010681152, 4.0
297155.6060895, 297155.856211042, 8.52999973297119, 4.0
297155.989228375, 297156.189550542, 7.12750053405762, 4.0
297157.139762958, 297157.289720833, 1.43499994277954, 4.0
297157.506082792, 297157.65621925, 2.25999975204468, 4.0
297157.872838625, 297158.206419125, 11.6649990081787, 4.0
297158.35625875, 297158.656446333, 10.1800003051758, 4.0
297159.456401292, 297159.539746792, -5.0, 4.0
297159.639903, 297159.723286083, -5.0, 4.0
297160.223230667, 297160.390001042, 3.49749946594238, 4.0
297160.606228625, 297161.173263583, 18.0174999237061, 4.0
297161.48999275, 297161.823330542, 15.0475006103516, 4.0
297162.006305208, 297162.356881792, 20.8225002288818, 4.0
297162.873329333, 297163.356865167, 14.3049983978271, 4.0
297163.673517583, 297163.890152583, 5.3125, 4.0
the treasury department is broke, 49, false, 35
297167.290409333, 297167.8737245, 20.0799999237061, 4.0
297168.14045525, 297168.40702575, 9.02500057220459, 4.0
297168.573479625, 297168.740374167, 4.15750026702881, 4.0
297169.690514708, 297170.223990583, 19.1725006103516, 4.0
297170.657292333, 297171.023725, 17.0275001525879, 4.0
297171.357131458, 297171.540579167, 2.09500026702881, 4.0
297171.807366125, 297171.95728075, 1.51750040054321, 4.0
297172.240618083, 297172.740698333, 17.4400005340576, 4.0
297174.140699167, 297174.940805667, 22.0599994659424, 4.0
297175.207485417, 297175.624295792, 16.2024993896484, 4.0
297175.774268708, 297176.107538292, 23.0500011444092, 4.0
297176.940875917, 297177.124322792, 3.41499996185303, 4.0
297177.257301042, 297177.474312792, 4.32250022888184, 4.0
297177.640685333, 297178.224378542, 16.2849998474121, 4.0
297178.474174, 297178.624198542, 1.1875, 4.0
297178.757460417, 297179.224466458, 14.3049983978271, 4.0
297179.424331458, 297179.774524583, 20.7399997711182, 4.0
297180.1910755, 297180.524508875, 14.5524997711182, 4.0
297180.807933417, 297181.057972375, 7.04500007629395, 4.0
297181.157685542, 297181.607881125, 13.1499996185303, 4.0
297181.90828125, 297182.241331042, 20.4099998474121, 4.0
297183.40839175, 297183.958128708, 8.19999980926514, 4.0
297184.107701417, 297184.4580965, 17.0275001525879, 4.0
297185.908225, 297186.758273708, 3.00250053405762, 4.0
297187.091631917, 297187.708395875, 15.1300010681152, 4.0
297188.058337, 297188.425175708, 11.0874996185303, 4.0
297188.991705333, 297190.191859208, 11.0050010681152, 4.0
297190.441806208, 297190.641923458, 3.08500003814697, 4.0
297191.425317042, 297191.508469583, -5.0, 4.0
297191.591983208, 297191.67547375, -5.0, 4.0
297191.775535667, 297191.891798167, -5.0, 4.0
297191.925199083, 297192.057479625, -5.0, 4.0
297192.141928625, 297192.240775042, -5.0, 4.0
297192.325506125, 297192.407568292, -5.0, 4.0
297192.542126125, 297192.690673625, -5.0, 4.0
297192.991909, 297193.090729458, -5.0, 4.0
297193.225783208, 297193.307422083, -5.0, 4.0
297193.444476167, 297193.491826917, -5.0, 4.0
297193.591985542, 297193.692042292, -5.0, 4.0
297193.825435167, 297193.8921185, -5.0, 4.0
297194.408741042, 297194.508749042, -5.0, 4.0
297194.625757875, 297194.690792917, -5.0, 4.0
297194.859116042, 297194.940833875, -5.0, 4.0
297195.42533575, 297195.475542958, 100.0, 1.0
297196.225632458, 297196.825194542, 4.23999977111816, 4.0
297197.259018167, 297198.058898542, 18.1000003814697, 4.0
297198.292166542, 297198.659030333, 13.3150005340576, 4.0
297199.092138, 297199.475564167, 10.4274997711182, 4.0
297199.875878208, 297200.109074667, 4.07499980926514, 4.0
valid until the end of the year, 32, false, 36
297205.809621833, 297206.526349625, 23.2150001525879, 4.0
297206.742607583, 297206.909559542, 3.08500003814697, 4.0
297207.092789625, 297207.426392042, 13.0675010681152, 4.0
297207.592730042, 297207.842613375, 8.36499977111816, 4.0
297208.059397583, 297208.259559708, 5.23000049591064, 4.0
297209.39323, 297209.9094365, 23.2150001525879, 4.0
297210.109383708, 297210.359388833, 8.19999980926514, 4.0
297210.542947458, 297210.842806125, 11.0050010681152, 4.0
297210.926142167, 297211.176196167, 12.1599998474121, 4.0
297212.059813625, 297212.158619542, -5.0, 4.0
297212.226782917, 297212.32545325, -5.0, 4.0
297212.410063417, 297212.491682542, -5.0, 4.0
297212.743131083, 297212.842034542, -5.0, 4.0
297214.027154917, 297214.543423375, 19.2550010681152, 4.0
297215.160048583, 297215.660161, 10.0150003433228, 4.0
297215.809813833, 297216.010171208, 5.06500053405762, 4.0
297217.026851292, 297217.326929875, 4.48750019073486, 4.0
297217.660100375, 297218.027015917, 15.7899990081787, 4.0
297218.276866792, 297218.443537833, 6.55000019073486, 4.0
297219.110419833, 297219.177016417, -5.0, 4.0
297219.260501333, 297219.343772167, -5.0, 4.0
297219.427090375, 297219.475834875, -5.0, 4.0
297220.177077167, 297220.525915833, -5.0, 4.0
297221.094223167, 297222.827316875, 14.2224998474121, 4.0
297223.043655333, 297223.243996875, 5.14750003814697, 4.0
297224.110622125, 297224.693947208, 20.0799999237061, 4.0
297224.927167083, 297225.177451167, 7.45749950408936, 4.0
297225.343949583, 297225.527498042, 5.47749996185303, 4.0
297226.527291167, 297227.143907208, 24.1224994659424, 4.0
297227.377174083, 297227.6272255, 6.30249977111816, 4.0
297227.811149917, 297227.927436292, -0.627500057220459, 4.0
297228.111064125, 297228.6109735, 15.1300010681152, 4.0
would you like to come to my house, 24, false, 37
297899.754989417, 297900.355262583, 21.2350006103516, 4.0
297900.538392875, 297900.888487083, 13.6450004577637, 4.0
297901.004829542, 297901.455139875, 19.3374996185303, 4.0
297901.755184333, 297902.088572375, 11.0874996185303, 4.0
297902.188272917, 297902.371953333, 7.375, 4.0
297903.272012, 297903.555374875, 14.0574989318848, 4.0
297903.671640292, 297903.905177458, 8.36499977111816, 4.0
297904.004895375, 297905.255422542, 9.27250003814697, 4.0
297905.521881417, 297905.705425917, 4.40499973297119, 4.0
297906.555498458, 297907.038916917, 22.5549983978271, 4.0
297907.171842667, 297907.388935625, 12.2424983978271, 4.0
297907.922279792, 297908.089110583, 2.09500026702881, 4.0
297908.255256375, 297908.588797792, 14.7175006866455, 4.0
