word,time,elapse,selection,user,id,in_sentence,mode,sentence_first,reset
is,1.5000753750209697,1.2000142079778016,0.0,xwj_1473844944,27,4,word,False,False
sign,2.7501622500130907,1.034816958999727,0.915391291026026,xwj_1473844944,28,0,word,True,False
the,2.850056874973234,1.46733391599264,0.0,xwj_1473844944,28,1,word,False,False
withdrawal,10.70018337504007,2.8002473340020515,0.0,xwj_1473844944,28,2,word,False,False
please,4.666941334027797,1.15013258298859,0.0,xwj_1473844944,29,0,word,True,False
we,1.8834798749885522,0.31683329201769084,0.0,xwj_1473844944,29,1,word,False,False
i,1.6332756250048988,0.4334272909909487,0.0,xwj_1473844944,29,2,word,False,False
please,1.6332756250048988,0.5665358330006711,0.950183582957834,xwj_1473844944,29,0,word,True,False
take,3.2335829170187935,1.7834064579801634,0.0,xwj_1473844944,29,1,word,False,False
a,0.21685766702285036,2.1998093749862164,0.0,xwj_1473844944,29,2,word,False,False
bath,6.567169542016927,1.0018547080107965,1.5820601250161417,xwj_1473844944,29,3,word,False,False
this,4.599889624980278,1.2500595420133322,0.0,xwj_1473844944,29,4,word,False,False
we,3.0668970000115223,0.3332662080065347,0.0,xwj_1473844944,30,0,word,True,False
the,1.916923999961,1.0665897500002757,0.0,xwj_1473844944,30,0,word,True,False
dog,2.333578457997646,1.001394542050548,0.7653918750002049,xwj_1473844944,30,1,word,False,False
will,2.6167589159449562,1.2012640830362216,1.6156959590152837,xwj_1473844944,30,2,word,False,False
bite,3.116778332972899,0.75153141701594,0.8817960000014864,xwj_1473844944,30,3,word,False,False
v,1.1165392079856247,0.1503230839734897,0.0,xwj_1473844944,30,4,word,False,False
q,1.4334033750346862,0.1496931659639813,0.0,xwj_1473844944,30,5,word,False,False
the,2.0835258750012144,1.1668140829424374,0.0,xwj_1473844944,31,0,word,True,False
accident,5.633602334011812,1.5335898750345223,0.0,xwj_1473844944,31,1,word,False,False
scene,3.2167565409909002,0.9835555420140736,0.0,xwj_1473844944,31,2,word,False,False
is,2.2500718329683878,1.6500462089898065,0.0,xwj_1473844944,31,3,word,False,False
a,0.24994204100221395,1.9669313339982182,0.0,xwj_1473844944,31,4,word,False,False
shrine,5.567104457993992,1.93339229200501,0.0,xwj_1473844944,31,5,word,False,False
for,3.1002058750018477,1.4501253750058822,0.0,xwj_1473844944,31,6,word,False,False
my,1.45013591600582,1.066714167012833,0.0,xwj_1473844944,32,0,word,True,False
car,2.483649833011441,1.018045249977149,1.4153172089718282,xwj_1473844944,32,1,word,False,False
always,6.150818083027843,1.7163407920161262,0.0,xwj_1473844944,32,2,word,False,False
breaks,4.133738915959839,0.6679472500109114,1.348624792008195,xwj_1473844944,32,3,word,False,False
in,1.450173542019911,0.7168171659577638,0.0,xwj_1473844944,32,4,word,False,False
the,2.700247417029459,1.2499205420026556,0.0,xwj_1473844944,32,5,word,False,False
do,1.0500132080051117,1.2667962920386344,0.0,xwj_1473844944,33,0,word,True,False
you,2.633548666955903,0.900100666040089,0.0,xwj_1473844944,33,1,word,False,False
get,3.666868500004057,1.850103999953717,0.0,xwj_1473844944,33,2,word,False,False
nervous,8.683985334006138,1.7334938329877332,0.0,xwj_1473844944,33,3,word,False,False
when,3.415569792035967,1.2680202499614097,0.0,xwj_1473844944,33,4,word,False,False
you,3.8670205830130726,1.3332996669923887,0.0,xwj_1473844944,33,5,word,False,False
i,0.8333693330059759,1.3333868750487454,0.0,xwj_1473844944,34,0,word,True,False
like,4.350263833999634,0.9834604579955339,0.0,xwj_1473844944,34,1,word,False,False
to,1.7667539169779047,1.1668180410051718,0.0,xwj_1473844944,34,2,word,False,False
play,4.532242709014099,1.3514065829804167,0.0,xwj_1473844944,34,3,word,False,False
the,2.667038333020173,0.8501971249934286,0.0,xwj_1473844944,35,0,word,True,False
quick,4.099965124973096,1.0333313750452362,0.0,xwj_1473844944,35,1,word,False,False
brown,4.383684624976013,0.9666807089815848,0.0,xwj_1473844944,35,2,word,False,False
fox,2.632095333014149,0.8014144169865176,0.6001204579952173,xwj_1473844944,35,3,word,False,False
i,1.1501063750474714,0.2664249579538591,0.0,xwj_1473844944,35,4,word,False,False
fox,2.0167351250420325,0.5333869169699028,0.0,xwj_1473844944,35,3,word,False,False
parking,5.10015845799353,1.1002017079736106,0.0,xwj_1473844944,36,0,word,True,False
tickets,8.167081875028089,1.367048749991227,0.0,xwj_1473844944,36,1,word,False,False
can,1.9166469590272754,0.9334411659510806,0.0,xwj_1473844944,36,2,word,False,False
be,0.9333302500308491,1.2168951670173556,0.0,xwj_1473844944,36,3,word,False,False
all,2.250053083000239,2.4836673330282792,0.0,xwj_1473844944,37,0,word,True,False
work,4.016645791998599,1.1833751249941997,0.0,xwj_1473844944,37,1,word,False,False
and,1.616763916972559,0.7668024160084315,0.0,xwj_1473844944,37,2,word,False,False
no,1.3320094590308145,0.8514122500200756,0.6333872909890488,xwj_1473844944,37,3,word,False,False
the,2.4669092079857364,0.833361542026978,0.0,xwj_1473844944,38,0,word,True,False
sum,2.233543624985032,1.168223750020843,2.5653440409805626,xwj_1473844944,38,1,word,False,False
of,1.1664269999600947,1.167052542034071,0.0,xwj_1473844944,38,2,word,False,False
the,2.4835903749917634,1.0167725830106065,0.0,xwj_1473844944,38,3,word,False,False
the,2.6335799589869566,1.1667592499870807,0.0,xwj_1473844944,39,0,word,True,False
cream,3.166726750030648,1.301369708031416,0.9155373749672435,xwj_1473844944,39,1,word,False,False
rises,4.365776958002243,0.9680367920082062,1.2499184999614954,xwj_1473844944,39,2,word,False,False
to,1.7501455420278944,0.9167369999922812,0.0,xwj_1473844944,39,3,word,False,False
the,2.9999939159606583,0.950242834049277,0.0,xwj_1473844944,39,4,word,False,False
question,6.100439333007671,0.933432666992303,0.0,xwj_1473844944,40,0,word,True,False
slate,3.8505135829909705,0.9499344999785535,0.28312958404421806,xwj_1473844944,40,1,word,False,False
question,3.8505135829909705,0.7166350419865921,1.2997217500233091,xwj_1473844944,40,0,word,True,False
that,3.999254458001815,0.9512135839904658,0.0,xwj_1473844944,40,1,word,False,False
must,3.7156147499918006,1.3513870000024326,0.0,xwj_1473844944,40,2,word,False,False
be,0.800047375028953,1.1334742499748245,0.0,xwj_1473844944,40,3,word,False,False
quit,2.866730792040471,2.0501848330022767,0.0,xwj_1473844944,41,0,word,True,False
while,3.500223749957513,1.0834350420045666,0.0,xwj_1473844944,41,1,word,False,False
you,2.6668742910260335,0.8666167499613948,0.0,xwj_1473844944,41,2,word,False,False
are,2.600161875016056,1.566916084033437,0.0,xwj_1473844944,41,3,word,False,False
the,3.1669326670235023,0.9668214169796556,0.0,xwj_1473844944,42,0,word,True,False
dog,1.949906750000082,1.168378583039157,1.2986627499922179,xwj_1473844944,42,1,word,False,False
buried,5.867043207981624,1.2667244999902323,0.0,xwj_1473844944,42,2,word,False,False
the,2.983550750010181,0.8166722499881871,0.0,xwj_1473844944,42,3,word,False,False
i,0.466742874996271,0.7667906249989755,0.0,xwj_1473844944,43,0,word,True,False
he,2.150233666994609,1.2833530000061728,0.0,xwj_1473844944,43,0,word,True,False
under,6.400898374966346,1.566225333022885,0.0,xwj_1473844944,43,1,word,False,False
he,6.400898374966346,0.6999347080127336,1.6996435000328347,xwj_1473844944,43,0,word,True,False
underwent,9.982633084000554,1.2015269579715095,0.0,xwj_1473844944,43,1,word,False,False
triple,7.36708770802943,1.7668513339594938,0.0,xwj_1473844944,43,2,word,False,False
bypass,5.000283541041426,2.5003349169855937,0.0,xwj_1473844944,43,3,word,False,False
my,1.4155355000402778,1.2013129579718225,0.0,xwj_1473844944,44,0,word,True,False
favorite,6.51717483298853,1.1504321250249632,0.0,xwj_1473844944,44,1,word,False,False
web,1.499694833997637,2.0666937089990824,0.5000296660000458,xwj_1473844944,44,2,word,False,False
one,2.2346683330251835,1.7169562089839019,0.0,xwj_1473844944,45,0,word,True,False
heck,3.65007199998945,1.8180699169752188,1.6323745830450207,xwj_1473844944,45,1,word,False,False
of,1.733521624992136,1.9666727909934707,0.0,xwj_1473844944,45,2,word,False,False
a,0.26666850002948195,0.9000810839934275,0.0,xwj_1473844944,45,3,word,False,False
an,1.8848335420479998,0.8333492919919081,0.0,xwj_1473844944,46,0,word,True,False
a,0.366829082951881,1.2501464590313844,0.0,xwj_1473844944,46,0,word,True,False
much,3.8001773330033757,1.3334661250119098,0.0,xwj_1473844944,46,1,word,False,False
higher,5.733683375001419,0.8333397079841234,0.0,xwj_1473844944,46,2,word,False,False
risk,4.10026704199845,1.0000845830072649,0.0,xwj_1473844944,46,3,word,False,False
of,1.0332711249939166,0.9669307919684798,0.0,xwj_1473844944,46,4,word,False,False
getting,5.51700074999826,2.6833691250067204,0.0,xwj_1473844944,46,5,word,False,False
what,2.867149583005812,1.3501069589983672,0.0,xwj_1473844944,47,0,word,True,False
a,0.28336500003933907,0.6000160409603268,0.0,xwj_1473844944,47,1,word,False,False
monkey,3.5668876669951715,1.4834000000264496,0.0,xwj_1473844944,47,2,word,False,False
sees,2.6335393330082297,1.2514090000186116,2.898983249964658,xwj_1473844944,47,3,word,False,False
a,0.19988299999386072,0.6833480420173146,0.0,xwj_1473844944,47,4,word,False,False
kong,2.950192624994088,0.43343725003069267,0.0,xwj_1473844944,47,5,word,False,False
a,4.233459374983795,0.6335427919984795,0.0,xwj_1473844944,47,4,word,False,False
monkey,5.3170740000205114,2.183393708022777,0.0,xwj_1473844944,47,5,word,False,False
will,3.0669465829851106,1.1834512499626726,0.0,xwj_1473844944,47,6,word,False,False
sing,2.550154707976617,1.1181527079897933,4.565648209012579,xwj_1473844944,48,0,word,True,False
the,2.90017804200761,1.0167502500116825,0.0,xwj_1473844944,48,1,word,False,False
gospel,5.3670667500118725,1.6167301659588702,0.0,xwj_1473844944,48,2,word,False,False
and,2.166780417028349,1.350081417011097,0.0,xwj_1473844944,48,3,word,False,False
the,3.7169450409710407,1.2833315419848077,0.0,xwj_1473844944,48,4,word,False,False
do,1.131984542007558,1.4182034159894101,0.0,xwj_1473844944,49,0,word,True,False
not,2.7165883340057917,1.1668789579998702,0.0,xwj_1473844944,49,1,word,False,False
say,2.448914957989473,1.1180000000167638,0.0,xwj_1473844944,49,2,word,False,False
watch,6.583605666994117,0.9505895000183955,0.0,xwj_1473844944,50,0,word,True,False
out,2.9997742919949815,2.2503818750265054,0.0,xwj_1473844944,50,1,word,False,False
for,3.2001498749596067,0.9000285410438664,0.0,xwj_1473844944,50,2,word,False,False
low,2.432168625004124,0.6849679590086453,0.9830089999595657,xwj_1473844944,50,3,word,False,False
flying,3.8668174580088817,0.8002344580017962,0.0,xwj_1473844944,50,4,word,False,False
uh,3.9836080000095535,9.050816665985622,0.0,yangtian_1473693203,9,0,word,True,False
have,2.8835756670159753,2.13345766699058,0.0,yangtian_1473693203,9,1,word,False,False
enough,9.500572749995627,6.001552375004394,1.232128500007093,yangtian_1473693203,9,2,word,False,False
zoe,4.384818333986914,0.7501665000163484,0.0,yangtian_1473693203,9,0,word,True,False
web,8.199297457991634,0.8845697090146132,0.0,yangtian_1473693203,9,0,word,True,False
we,5.000194166001165,0.5667909579933621,0.6998548340052366,yangtian_1473693203,9,0,word,True,False
web,1.7835046670224983,0.6668257910059765,0.38326624999172054,yangtian_1473693203,9,1,word,False,False
we,1.7835046670224983,2.750387749983929,1.1164596659946255,yangtian_1473693203,9,0,word,True,False
have,4.233607333997497,1.9002167080179788,0.0,yangtian_1473693203,9,1,word,False,False
enough,5.617052541987505,2.633469166001305,0.0,yangtian_1473693203,9,2,word,False,False
witness,6.217040374991484,4.234895665984368,1.8988847090222407,yangtian_1473693203,9,3,word,False,False
i,0.33338016699417494,0.5177004170254804,0.0,yangtian_1473693203,9,4,word,False,False
enough,1.8166634170047473,1.133621207991382,0.7500702920078766,yangtian_1473693203,9,2,word,False,False
virginia,7.683544625004288,0.301375458977418,3.2989088330068626,yangtian_1473693203,10,0,word,True,False
nothing,7.3518911249993835,1.8501760000071954,0.0,yangtian_1473693203,10,0,word,True,False
wrong,5.867129417019896,1.6000992079789285,0.0,yangtian_1473693203,10,1,word,False,False
with,4.1501733339973725,1.4500971660017967,0.0,yangtian_1473693203,10,2,word,False,False
his,6.200310917018214,1.5166916250018403,0.0,yangtian_1473693203,10,3,word,False,False
a,0.28323212498798966,0.33314658401650377,0.0,yangtian_1473693203,11,0,word,True,False
i,0.6826352080097422,1.0844607919862028,0.0,yangtian_1473693203,11,1,word,False,False
do,1.333539708983153,1.9013333749899175,1.5156368330062833,yangtian_1473693203,11,0,word,True,False
not,3.9000145829922985,1.5173617500113323,0.0,yangtian_1473693203,11,1,word,False,False
drink,5.099885625008028,1.334745500003919,0.9820610839815345,yangtian_1473693203,11,2,word,False,False
the,2.7333222910237964,1.1836140419763979,0.0,yangtian_1473693203,11,3,word,False,False
collagen,8.300438125006622,2.533551874978002,0.0,yangtian_1473693203,12,0,word,True,False
a,0.26550858397968113,2.5514357080101036,0.0,yangtian_1473693203,12,0,word,True,False
problem,8.450408208009321,1.5668168339761905,0.0,yangtian_1473693203,12,1,word,False,False
with,3.5668881660094485,1.7834651250159368,0.0,yangtian_1473693203,12,2,word,False,False
the,2.283242124976823,1.4336200420220848,0.0,yangtian_1473693203,12,3,word,False,False
what,4.200443291978445,0.7833941670251079,0.0,yangtian_1473693203,13,0,word,True,False
a,-0.7833941670251079,1.3180997080053203,0.9154066670162138,yangtian_1473693203,13,1,word,False,False
monkeys,6.700373250001576,3.633629457995994,0.0,yangtian_1473693203,13,2,word,False,False
a,6.700373250001576,1.3835247909883037,3.7334339169901796,yangtian_1473693203,13,1,word,False,False
monkey,5.049275334022241,2.3179184579930734,0.0,yangtian_1473693203,13,2,word,False,False
sees,2.68337304200395,2.0834069999982603,7.417142791004153,yangtian_1473693203,13,3,word,False,False
h,0.3656402920023538,0.9510967919777613,0.0,yangtian_1473693203,13,4,word,False,False
g,-0.9510967919777613,0.12040558399166912,1.0167677080025896,yangtian_1473693203,13,4,word,False,False
f,-1.1371732919942588,0.08455566701013595,1.1666349579754751,yangtian_1473693203,13,4,word,False,False
j,-1.251190624985611,0.06784337499993853,1.3167265829979442,yangtian_1473693203,13,4,word,False,False
e,-1.3845699579978827,0.10150645801331848,1.4500726249825675,yangtian_1473693203,13,4,word,False,False
k,-1.551579082995886,0.1669095830002334,1.5845061249856371,yangtian_1473693203,13,4,word,False,False
d,-1.7514157079858705,0.21793683400028385,1.8333362079865765,yangtian_1473693203,13,4,word,False,False
c,-2.0512730419868603,0.13456795798265375,2.1667377919948194,yangtian_1473693203,13,4,word,False,False
for,-2.301305749977473,0.36756062498898245,3.250324249995174,yangtian_1473693203,13,4,word,False,False
sees,-2.301305749977473,0.5668699590023607,3.7679350829857867,yangtian_1473693203,13,3,word,False,False
a,0.2666754999954719,1.6501712079916615,0.0,yangtian_1473693203,13,4,word,False,False
monkey,4.615637875016546,1.5514624580100644,0.0,yangtian_1473693203,13,5,word,False,False
will,2.1835717499780003,1.166610792017309,0.0,yangtian_1473693203,13,6,word,False,False
u,0.4001612499996554,0.3333377910021227,0.0,yangtian_1473693203,14,0,word,True,False
the,1.750161375006428,1.1501576249720529,0.0,yangtian_1473693203,14,0,word,True,False
world,4.133609333017375,1.9835056669835467,0.0,yangtian_1473693203,14,1,word,False,False
is,1.5322376250114758,1.3346509580151178,0.0,yangtian_1473693203,14,2,word,False,False
a,-1.3346509580151178,0.8182603340246715,1.4664474579913076,yangtian_1473693203,14,3,word,False,False
the,1.8500836669991259,1.3001482499821577,0.0,yangtian_1473693203,15,0,word,True,False
collapse,4.700285667000571,1.233498875022633,0.0,yangtian_1473693203,15,1,word,False,False
of,1.0333107500046026,1.3165618329949211,0.0,yangtian_1473693203,15,2,word,False,False
kid,2.000341541977832,1.4002300419961102,0.4331752080179285,yangtian_1473693203,15,3,word,False,False
of,2.000341541977832,0.49997599999187514,1.9001975000137463,yangtian_1473693203,15,2,word,False,False
the,1.5001051250146702,2.216890499985311,0.0,yangtian_1473693203,15,3,word,False,False
shock,2.833430375001626,1.6500502080016304,0.0,yangtian_1473693203,15,4,word,False,False
the,2.833430375001626,0.5000617500045337,1.7166741660039406,yangtian_1473693203,15,3,word,False,False
to,2.466775792010594,0.43343220799579285,0.0,yangtian_1473693203,15,4,word,False,False
roman,3.1824716669798363,2.2346384999982547,0.0,yangtian_1473693203,15,5,word,False,False
thank,3.8331557910132688,1.7002083339903038,0.0,yangtian_1473693203,16,0,word,True,False
phase,3.9336330000078306,1.1334809999971185,0.0,yangtian_1473693203,16,0,word,True,False
learn,4.900366042013047,2.8168124159856234,0.0,yangtian_1473693203,16,0,word,True,False
to,1.1156102920067497,1.4513433749962132,0.0,yangtian_1473693203,16,1,word,False,False
walk,2.000014833000023,1.0847566660086159,0.9153805839887355,yangtian_1473693203,16,2,word,False,False
before,13.500829625001643,1.7003374170162715,0.0,yangtian_1473693203,16,3,word,False,False
www,2.8333930829830933,1.2501075839973055,0.0,yangtian_1473693203,16,4,word,False,False
before,5.933302541990997,0.5167817909969017,0.0,yangtian_1473693203,16,3,word,False,False
you,2.315979459002847,1.751205000007758,0.0,yangtian_1473693203,16,4,word,False,False
york,2.7168845839914866,1.3668260410195217,0.0,yangtian_1473693203,17,0,word,True,False
work,3.4503878749965224,1.0168742089881562,0.0,yangtian_1473693203,17,0,word,True,False
t,0.9167920420004521,0.43334124999819323,0.0,yangtian_1473693203,17,0,word,True,False
org,4.017008582974086,2.150242125004297,0.0,yangtian_1473693203,17,1,word,False,False
u,0.5834108749986626,0.4005509999988135,0.0,yangtian_1473693203,17,0,word,True,False
vote,3.7669744580052793,1.0345570420031436,1.2988435419974849,yangtian_1473693203,17,0,word,True,False
according,7.500605082983384,1.6667560000205413,0.0,yangtian_1473693203,17,1,word,False,False
to,1.4669537500012666,1.5165998749725986,0.0,yangtian_1473693203,17,2,word,False,False
your,3.4001977080188226,1.4998588339949492,0.0,yangtian_1473693203,17,3,word,False,False
i,0.3667194580193609,0.3499332919891458,0.0,yangtian_1473693203,18,0,word,True,False
a,0.4000962910067756,0.4333624169812538,0.0,yangtian_1473693203,18,1,word,False,False
hand,2.983575458987616,4.083665624988498,0.0,yangtian_1473693203,18,0,word,True,False
on,0.8833920000179205,1.316713374981191,0.0,yangtian_1473693203,18,1,word,False,False
experience,9.734203583007911,1.8332226670172531,0.0,yangtian_1473693203,18,2,word,False,False
with,4.300233082991326,2.1500356249744073,3.7157347080064937,yangtian_1473693203,18,3,word,False,False
i,0.5347966250265017,0.8834364999784157,0.0,yangtian_1473693203,18,4,word,False,False
a,1.6680191250052303,2.1503210000228137,0.0,yangtian_1473693203,18,4,word,False,False
these,3.916929250000976,1.2833597909775563,0.0,yangtian_1473693203,19,0,word,True,False
cookies,5.250329792004777,1.2170817500154953,0.0,yangtian_1473693203,19,1,word,False,False
are,1.4836360829940531,1.0662482919869944,0.0,yangtian_1473693203,19,2,word,False,False
so,1.4334452500042971,1.1679750830226112,2.115474499994889,yangtian_1473693203,19,3,word,False,False
b,-213122.716028125,0.7832449999987148,213122.882586583,yangtian_1473693203,20,0,word,True,False
an,1.0319831660017371,1.1182842919952236,0.0,yangtian_1473693203,20,0,word,True,False
airport,6.000602291984251,1.5666943750111386,0.0,yangtian_1473693203,20,1,word,False,False
is,1.282118665985763,0.6179706670227461,0.0,yangtian_1473693203,20,2,word,False,False
a,-0.6179706670227461,1.0848484589951113,0.7332182500103954,yangtian_1473693203,20,3,word,False,False
very,6.333679833012866,3.3169466669787653,0.0,yangtian_1473693203,20,4,word,False,False
extra,5.217051333020208,0.9000529999902938,0.0,yangtian_1473693203,20,5,word,False,False
busy,12.71625470800791,2.4514105830166955,0.0,yangtian_1473693203,20,5,word,False,False
this,2.8336110830132384,1.4834977499849629,0.0,yangtian_1473693203,21,0,word,True,False
camera,2.983406333019957,1.4498460840259213,0.400161624973407,yangtian_1473693203,21,1,word,False,False
takes,4.433785665984033,2.9001762089901604,0.0,yangtian_1473693203,21,2,word,False,False
nice,2.150144083017949,2.1017516250140034,1.115247207984794,yangtian_1473693203,21,3,word,False,False
never,5.849992875009775,2.0332479999924544,0.0,yangtian_1473693203,22,0,word,True,False
told,1.716959749988746,0.7015372500172816,0.9653132499952335,yangtian_1473693203,22,1,word,False,False
never,1.716959749988746,0.5335077499912586,1.8166598330135457,yangtian_1473693203,22,0,word,True,False
too,1.6834979169943836,1.7502593329991214,0.0,yangtian_1473693203,22,1,word,False,False
them,2.266667999996571,2.0335589590249583,0.0,yangtian_1473693203,22,2,word,False,False
too,2.266667999996571,0.6693062919948716,2.099932250013808,yangtian_1473693203,22,1,word,False,False
rich,2.981108000007225,1.6846878749784082,2.249015125009464,yangtian_1473693203,22,2,word,False,False
a,-3.9337029999878723,0.3834248750063125,4.100269666989334,yangtian_1473693203,22,3,word,False,False
o,0.8166618329996709,0.49997058301232755,0.0,yangtian_1473693203,22,4,word,False,False
and,5.500374625000404,1.399990208010422,0.0,yangtian_1473693203,22,3,word,False,False
never,4.9169689169793855,2.0001828329986893,0.0,yangtian_1473693203,22,4,word,False,False
too,2.0835076670045964,1.2835331660171505,0.0,yangtian_1473693203,22,5,word,False,False
get,2.0500677920063026,1.716580915992381,0.0,yangtian_1473693203,23,0,word,True,False
aboard,3.900530874991091,1.866916917002527,0.0,yangtian_1473693203,23,1,word,False,False
the,1.683315083006164,1.5335957090137526,0.0,yangtian_1473693203,23,2,word,False,False
ohio,3.150120165984845,1.8334152500028722,0.0,yangtian_1473693203,23,3,word,False,False
the,3.150120165984845,0.6169284579809755,1.8831164590083063,yangtian_1473693203,23,2,word,False,False
ship,2.2169828330224846,1.8848564999934752,5.332259458984481,yangtian_1473693203,23,3,word,False,False
i,0.2832470830180682,0.2996940829907544,0.0,yangtian_1473693203,23,4,word,False,False
p,0.648804583994206,0.40143020800314844,0.0,yangtian_1473693203,23,5,word,False,False
ship,0.648804583994206,1.233591083000647,0.8681147080205847,yangtian_1473693203,23,3,word,False,False
is,1.8335614590032492,1.5000744159915484,0.0,yangtian_1473693203,23,4,word,False,False
the,4.4165883749956265,1.2334298340138048,0.0,yangtian_1473693203,24,0,word,True,False
affirmative,8.450551624991931,1.0501929580059368,0.0,yangtian_1473693203,24,1,word,False,False
the,8.450551624991931,0.5498645829793531,1.1168823330081068,yangtian_1473693203,24,0,word,True,False
acceptance,8.183887709019473,2.6502524169918615,0.3666655409906525,yangtian_1473693203,24,1,word,False,False
speech,4.600257500016596,1.283428416994866,0.0,yangtian_1473693203,24,2,word,False,False
was,2.6823407909832895,1.2846682090021204,0.0,yangtian_1473693203,24,3,word,False,False
this,3.1657585419889074,2.0679045830038376,0.0,yangtian_1473693203,25,0,word,True,False
camera,3.4172297090117354,1.6002402919984888,0.38291220797691494,yangtian_1473693203,25,1,word,False,False
takes,4.065722875006031,1.2183578750118613,0.0,yangtian_1473693203,25,2,word,False,False
nice,1.9328748330008239,1.750193040992599,0.36672516699763946,yangtian_1473693203,25,3,word,False,False
photograph,13.00089537500753,2.6836878749891184,0.0,yangtian_1473693203,25,4,word,False,False
nice,13.00089537500753,1.0002795000036713,2.7665582920017187,yangtian_1473693203,25,3,word,False,False
simulated,13.30076345798443,3.41574200001196,0.0,yangtian_1473693203,25,4,word,False,False
well,2.516842291021021,1.2000216669985093,0.0,yangtian_1473693203,26,0,word,True,False
connected,15.20098362499266,1.3335092079942115,0.0,yangtian_1473693203,26,1,word,False,False
with,2.833384291996481,1.5002041670086328,0.0,yangtian_1473693203,26,2,word,False,False
opponents,3.6001683750073425,0.2181480000144802,7.999160915991524,yangtian_1473693203,26,3,word,False,False
talk,3.934153584006708,1.699541624984704,0.0,yangtian_1473693203,27,0,word,True,False
take,3.1504157919844147,1.650134583003819,0.0,yangtian_1473693203,27,0,word,True,False
a,-1.650134583003819,1.3999408749805298,1.8167394580086693,yangtian_1473693203,27,1,word,False,False
coffee,3.9501030840037856,1.5336568750208244,0.0,yangtian_1473693203,27,2,word,False,False
bulletin,7.100139916001353,1.4501773749943823,0.0,yangtian_1473693203,28,0,word,True,False
a,0.26549550000345334,1.8011320829973556,0.0,yangtian_1473693203,28,0,word,True,False
purchases,6.53381929200259,0.5346381250128616,2.9822232500009704,yangtian_1473693203,28,1,word,False,False
problem,18.516599499998847,1.6180915830191225,0.0,yangtian_1473693203,28,1,word,False,False
with,4.200245333981002,1.4669690410082694,0.0,yangtian_1473693203,28,2,word,False,False
the,2.34994404198369,1.7498285830079112,0.0,yangtian_1473693203,28,3,word,False,False
companies,9.71678758400958,1.516934040992055,0.0,yangtian_1473693203,29,0,word,True,False
imposed,5.450295292015653,0.5000630420108791,8.667246957978932,yangtian_1473693203,29,1,word,False,False
announce,23.418021084013162,1.383092999982182,0.0,yangtian_1473693203,29,1,word,False,False
a,-1.383092999982182,1.0684948340058327,1.498555915983161,yangtian_1473693203,29,2,word,False,False
questioning,9.967298833013047,2.2668784580018837,0.0,yangtian_1473693203,30,0,word,True,False
the,1.6002275839855429,2.183360500028357,0.266690207994543,yangtian_1473693203,30,1,word,False,False
wisdom,5.350291916984133,1.4834667080140207,0.0,yangtian_1473693203,30,2,word,False,False
of,1.0166800000006333,0.8835373749898281,0.0,yangtian_1473693203,30,3,word,False,False
the,3.4166200830077287,0.9837134589906782,0.0,yangtian_1473693203,30,4,word,False,False
court,4.815737875003833,0.9513255830097478,0.0,yangtian_1473693203,30,5,word,False,False
a,2.283318291971227,1.666868375003105,0.0,yangtian_1473693203,30,6,word,False,False
what,3.201599416002864,1.2501216669916175,0.0,yangtian_1473693203,31,0,word,True,False
a,-1.2501216669916175,1.3847629170049913,1.3821243749989662,yangtian_1473693203,31,1,word,False,False
lovely,8.51720750000095,1.4014791249937844,0.8487371669907589,yangtian_1473693203,31,2,word,False,False
red,2.8664549159875605,1.5517512089863885,1.382318000018131,yangtian_1473693203,31,3,word,False,False
time,2.0166627500148024,1.7666857920121402,0.4835212919861078,yangtian_1473693203,32,0,word,True,False
to,1.1500609159993473,1.0167655000113882,0.0,yangtian_1473693203,32,1,word,False,False
go,0.7666810419759713,0.951453790999949,0.9820615420176182,yangtian_1473693203,32,2,word,False,False
the,2.4001609589904547,2.2835449580161367,0.3665633749915287,yangtian_1473693203,33,0,word,True,False
objective,9.317326291988138,1.7001373330131173,0.0,yangtian_1473693203,33,1,word,False,False
of,0.8986702080001123,2.068197209009668,0.0,yangtian_1473693203,33,2,word,False,False
the,2.050150457973359,0.950071332976222,0.3666409170255065,yangtian_1473693203,33,3,word,False,False
villa,5.166856666997774,2.0001732499804348,0.0,yangtian_1473693203,34,0,word,True,False
sing,11.850498582993168,2.683541791018797,3.400363208987983,yangtian_1473693203,34,0,word,True,False
the,1.866702749975957,1.8502322499989532,0.0,yangtian_1473693203,34,1,word,False,False
gospel,6.216661334008677,1.018131374992663,1.1824170830077492,yangtian_1473693203,34,2,word,False,False
and,1.8668204169953242,1.4834327080170624,0.0,yangtian_1473693203,34,3,word,False,False
the,2.5501541669946164,1.1666905420133844,0.35005041598924436,yangtian_1473693203,34,4,word,False,False
question,6.699852916994132,0.8501439579995349,0.0,yangtian_1473693203,35,0,word,True,False
that,3.5169482080091257,0.8333208339754492,0.0,yangtian_1473693203,35,1,word,False,False
must,3.066881625010865,1.6682320410036482,4.365534499986097,yangtian_1473693203,35,2,word,False,False
be,0.2333408750128001,1.883535667002434,0.3498377499927301,yangtian_1473693203,35,3,word,False,False
the,1.3333151249971706,0.950277666997863,0.4331993749947287,yangtian_1473693203,36,0,word,True,False
opposing,7.1658665830036625,2.8682047500042245,0.0,yangtian_1473693203,36,1,word,False,False
team,2.4166872919886373,1.0334945840004366,2.250078790995758,yangtian_1473693203,36,2,word,False,False
is,1.9989725410123356,1.4514127919974271,0.0,yangtian_1473693203,36,3,word,False,False
